row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,11.012.905.506.628,4.782.209.545.548,,,11012905506628.0,4782209545548.0
310,310,310,I. Nợ ngắn hạn,,11.012.905.506.628,4.782.209.545.548,,,11012905506628.0,4782209545548.0
311,311,311,1. Phải trả người bán ngắn hạn,14,4.680.038.863.685,1.971.271.636.818,,14.0,4680038863685.0,1971271636818.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,20.044.459.341,19.297.585.840,,,20044459341.0,19297585840.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,15,152.824.005.918,174.477.742.839,,15.0,152824005918.0,174477742839.0
314,314,314,4. Phải trả người lao động,,91.329.782.829,52.487.558.084,,,91329782829.0,52487558084.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,16,903.458.117.123,307.223.642.031,,16.0,903458117123.0,307223642031.0
319,319,319,6. Phải trả ngắn hạn khác,17,334.546.042.947,175.362.240.764,,17.0,334546042947.0,175362240764.0
320,320,320,7. Vay ngắn hạn,18,4.788.991.746.757,2.052.945.972.681,,18.0,4788991746757.0,2052945972681.0
321,321,321,8. Dự phòng phải trả ngắn hạn,,36.722.488.028,24.193.166.491,,,36722488028.0,24193166491.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,4.950.000.000,4.950.000.000,,,4950000000.0,4950000000.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.841.357.726.363,2.483.552.688.326,,,3841357726363.0,2483552688326.0
410,410,410,I. Vốn chủ sở hữu,,3.841.357.726.363,2.483.552.688.326,,,3841357726363.0,2483552688326.0
411,411,411,1. Vốn cổ phần,19.1,1.539.509.270.000,1.468.889.740.000,,191.0,1539509270000.0,1468889740000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.539.509.270.000,1.468.889.740.000,,,1539509270000.0,1468889740000.0
412,412,412,2. Thặng dư vốn cổ phần,19.1,36.717.698.286,36.717.698.286,,191.0,36717698286.0,36717698286.0
414,414,414,3. Vốn khác,19.1,1.130.494.084,1.130.494.084,,191.0,1130494084.0,1130494084.0
415,415,415,4. Cổ phiếu quỹ,19.1,(79.164.500),(2.454.294.500),,191.0,-79164500.0,-2454294500.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,19.1,2.261.763.398.339,977.630.195.800,,191.0,2261763398339.0,977630195800.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối năm trước,,684.390.972.000,(31.481.390.233),,,684390972000.0,-31481390233.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,1.577.372.426.339,1.009.111.586.033,,,1577372426339.0,1009111586033.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,,2.316.030.154,1.638.854.656,,,2316030154.0,1638854656.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,14.854.263.232.991,7.265.762.233.874,,,14854263232991.0,7265762233874.0
