row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,VND Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__VND Số cuối năm
Thuế TNDNphải nộp,Thuế TNDNphải nộp,Thuế TNDNphải nộp,172.757.057.796,495.800.545.472,(530.854.203.913),137.703.399.355,172757057796.0,495800545472.0,-530854203913.0,137703399355.0
Thuế giá trịgia tăng,Thuế giá trịgia tăng,Thuế giá trịgia tăng,20.180.013,6.578.162.154.152,(6.578.177.459.165),4.875.000,20180013.0,6578162154152.0,-6578177459165.0,4875000.0
Thuế thu nhậpcá nhân,Thuế thu nhậpcá nhân,Thuế thu nhậpcá nhân,1.292.323.411,65.670.008.534,(52.821.130.700),14.141.201.245,1292323411.0,65670008534.0,-52821130700.0,14141201245.0
Khác,Khác,Khác,408.181.619,15.339.176.642,(14.772.827.943),974.530.318,408181619.0,15339176642.0,-14772827943.0,974530318.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,174.477.742.839,7.154.971.884.800,(7.176.625.621.721),152.824.005.918,174477742839.0,7154971884800.0,-7176625621721.0,152824005918.0
