row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022 VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021 VND,numeric__Giao dịch,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022 VND,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021 VND
Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),,,
Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Lợi nhuận được nhậnDoanh thu dịch vụ CNTTThu từ phân bổ chi phíDoanh thu phí đào tạoDoanh thu cho thuê văn phòngChi phí mua bảo hiểm,223.376.000.00092.307.437.4662.567.335.773464.000.000222.460.000(4.077.350.037),226.613.000.00087.880.607.9042.618.419.103227.560.5901.933.067.372(3.582.712.777),,,
BVF,Bảo hiểm Bảo Việt > BVF,BVF,Lợi nhuận được nhậnDoanh thu dịch vụ CNTTDoanh thu phí đào tạoDoanh thu cho thuê văn phòng,47.732.000.0001.570.938.55921.000.0004.062.576.000,48.463.000.0001.705.112.155--,,4.7732000000157094e+38,
BVIF,Bảo hiểm Bảo Việt > BVIF,BVIF,Cổ tức được nhận,21.000.000.000,-,,21000000000.0,
BVSC,BVSC,BVSC,"Cổ tức được nhậnDoanh thu dịch vụ CNTTPhi lưu kýPhí giao dịch chứng khoán, báo cáo biến động cổ phiếu, phí quản lý cổ đôngPhí tự vấnDoanh thu phí đào tạoDoanh thu cho thuê văn phòng",34.624.954.400440.124.402(214.648.513)(315.975.376)(100.000.000)10.500.0006.161.904.000,34.624.954.4001.511.454.396(231.420.550)(393.142.936)(100.000.000)-,,,
BVInvest,BVInvest,BVInvest,Lợi nhuận được nhậnDoanh thu cho thuê văn phòng và khai thác bãi xeDoanh thu dịch vụ CNTTPhi quản lý tòa nhà và thủ lao ủy thác cho thuê văn phòngChi phí sửa chữa và các dịch vụ khácChi phí năng lượng,8.425.000.00058.006.844.493294.631.490(8.756.702.504)(17.166.929.443)(3.028.825.196),13.935.000.00061.080.350.997294.414.656(5.814.484.789)(4.328.281.536)(6.420.597.611),,,
"Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết",,,
Bảo Việt Bank,"Công ty liên doanh, liên kết > Bảo Việt Bank",Bảo Việt Bank,Doanh thu dịch vụ CNTTDoanh thu lãi tiền gửiDoanh thu lãi trái phiếuDoanh thu cho thuê văn phòng và phí giữ xe,1.920.627.71713.857.275.34263.273.207.2574.572.432.000,3.467.610.12020.857.473.27665.609.999.998377.025.303,,1.9206277171385726e+41,3.467610120208575e+40
Tokio Marine Việt Nam,"Công ty liên doanh, liên kết > Tokio Marine Việt Nam",Tokio Marine Việt Nam,Cổ tức đã nhận,54.478.466.506,52.811.609.061,,54478466506.0,52811609061.0
