row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2022VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2021VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2022VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2021VND
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,66.278.403.812,68.815.081.524,66278403812.0,68815081524.0
Chi phí vật liệu quản lý và đồ dùng văn phòng,Chi phí vật liệu quản lý và đồ dùng văn phòng,Chi phí vật liệu quản lý và đồ dùng văn phòng,1.094.321.666,780.514.355,1094321666.0,780514355.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,12.043.711.557,15.505.001.196,12043711557.0,15505001196.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",242.890.170,203.143.350,242890170.0,203143350.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,2.639.419.761,1.872.680.189,2639419761.0,1872680189.0
Chi phí tư vấn,Chi phí tư vấn,Chi phí tư vấn,4.253.126.800,3.843.226.078,4253126800.0,3843226078.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,32.069.362.335,55.374.101.064,32069362335.0,55374101064.0
"- Chi tuyển truyền, quảng cáo","- Chi tuyển truyền, quảng cáo","- Chi tuyển truyền, quảng cáo",5.975.723.222,6.603.660.813,5975723222.0,6603660813.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,288.963.666,25.761.956.460,288963666.0,25761956460.0
- Chi khác,- Chi khác,- Chi khác,25.804.675.447,23.008.483.791,25804675447.0,23008483791.0
Chi phí quản lý khác,Chi phí quản lý khác,Chi phí quản lý khác,31.736.700.276,34.740.377.847,31736700276.0,34740377847.0
"- Các khoản trích theo lương, công tác phí","- Các khoản trích theo lương, công tác phí","- Các khoản trích theo lương, công tác phí",11.888.099.960,12.069.780.735,11888099960.0,12069780735.0
"- Chi an sinh xã hội, tài trợ giáo dục, y tế","- Chi an sinh xã hội, tài trợ giáo dục, y tế","- Chi an sinh xã hội, tài trợ giáo dục, y tế",1.100.000.000,2.832.458.462,1100000000.0,2832458462.0
- Chi bảo hiểm con người và bảo hiểm tài sản,- Chi bảo hiểm con người và bảo hiểm tài sản,- Chi bảo hiểm con người và bảo hiểm tài sản,5.755.751.370,6.041.020.640,5755751370.0,6041020640.0
- Chi khác,- Chi khác,- Chi khác,12.992.848.946,13.797.118.010,12992848946.0,13797118010.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,150.357.936.377,181.134.125.603,150357936377.0,181134125603.0
