row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022VND,Ngày 31 tháng 12năm 2021VND,numeric__Ngày 31 tháng 12năm 2022VND,numeric__Ngày 31 tháng 12năm 2021VND
Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,
Dự thu lãi tiền gửi,Phải thu > Dự thu lãi tiền gửi,Dự thu lãi tiền gửi,43.682.547.940,72.079.928.717,43682547940.0,72079928717.0
Dự thu lãi trái phiếu,Phải thu > Dự thu lãi trái phiếu,Dự thu lãi trái phiếu,-,2.516.547.943,,2516547943.0
"Dự thu cổ tức, lợi nhuận được chia","Phải thu > Dự thu cổ tức, lợi nhuận được chia","Dự thu cổ tức, lợi nhuận được chia",1.019.745.904.100,702.118.000.000,1019745904100.0,702118000000.0
Lợi nhuận từ Bảo Việt Nhân thọ,Phải thu > Lợi nhuận từ Bảo Việt Nhân thọ,Lợi nhuận từ Bảo Việt Nhân thọ,719.212.904.100,413.107.000.000,719212904100.0,413107000000.0
Lợi nhuận từ Bảo hiểm Bảo Việt,Phải thu > Lợi nhuận từ Bảo hiểm Bảo Việt,Lợi nhuận từ Bảo hiểm Bảo Việt,223.376.000.000,226.613.000.000,223376000000.0,226613000000.0
Lợi nhuận từ BVF,Phải thu > Lợi nhuận từ BVF,Lợi nhuận từ BVF,47.732.000.000,48.463.000.000,47732000000.0,48463000000.0
Lợi nhuận từ BVInvest,Phải thu > Lợi nhuận từ BVInvest,Lợi nhuận từ BVInvest,8.425.000.000,13.935.000.000,8425000000.0,13935000000.0
Cổ tức từ BVIF,Phải thu > Cổ tức từ BVIF,Cổ tức từ BVIF,21.000.000.000,-,21000000000.0,
TỔNG CỘNG,Phải thu > TỔNG CỘNG,TỔNG CỘNG,1.063.428.452.040,776.714.476.660,1063428452040.0,776714476660.0
