row_label_raw,row_label_full,Giá trị ghi sổ > Nguyên giá VND,Giá trị ghi sổ > Dự phòng giám giá trị VND,Giá trị ghi sổ > Giá trị thuần VND,Giá trị hợp lý > VND,numeric__Giá trị ghi sổ > Dự phòng giám giá trị VND,numeric__Giá trị ghi sổ > Giá trị thuần VND,numeric__Giá trị hợp lý > VND
52.085.582.267,52.085.582.267,52.085.582.267,-,52.085.582.267,77.395.775.000,,52085582267.0,77395775000.0
7.085.582.267,7.085.582.267,7.085.582.267,-,7.085.582.267,7.217.775.000,,7085582267.0,7217775000.0
45.000.000.000,45.000.000.000,45.000.000.000,-,45.000.000.000,70.178.000.000,,45000000000.0,70178000000.0
1.523.211.828.764,1.523.211.828.764,1.523.211.828.764,(318.709.500.000),1.204.502.328.764,1.201.485.169.226,-318709500000.0,1204502328764.0,1201485169226.0
1.368.502.328.764,1.368.502.328.764,1.368.502.328.764,(164.000.000.000),1.204.502.328.764,1.201.485.169.226,-164000000000.0,1204502328764.0,1201485169226.0
154.709.500.000,154.709.500.000,154.709.500.000,(154.709.500.000),-,-,-154709500000.0,,
521.335.637.261,521.335.637.261,521.335.637.261,(44.552.619.952),476.783.017.309,739.473.419.116,-44552619952.0,476783017309.0,739473419116.0
1.122.768.433.236,1.122.768.433.236,1.122.768.433.236,-,1.122.768.433.236,1.122.768.433.236,,1122768433236.0,1122768433236.0
91.421.435.659,91.421.435.659,91.421.435.659,-,91.421.435.659,91.421.435.659,,91421435659.0,91421435659.0
1.019.745.904.100,1.019.745.904.100,1.019.745.904.100,-,1.019.745.904.100,1.019.745.904.100,,1019745904100.0,1019745904100.0
11.601.093.477,11.601.093.477,11.601.093.477,-,11.601.093.477,11.601.093.477,,11601093477.0,11601093477.0
1.328.517.294.738,1.328.517.294.738,1.328.517.294.738,-,1.328.517.294.738,1.328.517.294.738,,1328517294738.0,1328517294738.0
4.547.918.776.266,4.547.918.776.266,4.547.918.776.266,(363.262.119.952),4.184.656.656.314,4.469.640.091.316,-363262119952.0,4184656656314.0,4469640091316.0
