row_label_raw,row_label_full,"Cổ tức đã công bố và đã trả trong năm > Cổ tức trên cổ phiếu phổ thông(cổ tức năm 2021: 3.026,1 VND/cổ phiếu, cổ tức năm 2020: 898,5 VND/cổ phiếu) > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2022 ngày 29 tháng 06 năm 2022, Tập đoàn Bảo Việt đã chi trả cổ tức bằng tiền ở mức 30,261% (3.026,1 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, với số tiền thực tế chi trả là 2.246.342.913.736 VND. Việc chi trả đã được thực hiện vào tháng 12 năm 2022.","Cổ tức đã công bố và đã trả trong năm > Cổ tức trên cổ phiếu phổ thông(cổ tức năm 2021: 3.026,1 VND/cổ phiếu, cổ tức năm 2020: 898,5 VND/cổ phiếu) > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2022 ngày 29 tháng 06 năm 2022, Tập đoàn Bảo Việt đã chi trả cổ tức bằng tiền ở mức 30,261% (3.026,1 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, với số tiền thực tế chi trả là 2.246.342.913.736 VND. Việc chi trả đã được thực hiện vào tháng 12 năm 2022._1","Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022 VND > 2.246.342.913.736 > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2022 ngày 29 tháng 06 năm 2022, Tập đoàn Bảo Việt đã chi trả cổ tức bằng tiền ở mức 30,261% (3.026,1 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, với số tiền thực tế chi trả là 2.246.342.913.736 VND. Việc chi trả đã được thực hiện vào tháng 12 năm 2022.","Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021 VND > 666.977.003.454 > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2022 ngày 29 tháng 06 năm 2022, Tập đoàn Bảo Việt đã chi trả cổ tức bằng tiền ở mức 30,261% (3.026,1 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, với số tiền thực tế chi trả là 2.246.342.913.736 VND. Việc chi trả đã được thực hiện vào tháng 12 năm 2022.","numeric__Cổ tức đã công bố và đã trả trong năm > Cổ tức trên cổ phiếu phổ thông(cổ tức năm 2021: 3.026,1 VND/cổ phiếu, cổ tức năm 2020: 898,5 VND/cổ phiếu) > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2022 ngày 29 tháng 06 năm 2022, Tập đoàn Bảo Việt đã chi trả cổ tức bằng tiền ở mức 30,261% (3.026,1 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, với số tiền thực tế chi trả là 2.246.342.913.736 VND. Việc chi trả đã được thực hiện vào tháng 12 năm 2022._1","numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022 VND > 2.246.342.913.736 > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2022 ngày 29 tháng 06 năm 2022, Tập đoàn Bảo Việt đã chi trả cổ tức bằng tiền ở mức 30,261% (3.026,1 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, với số tiền thực tế chi trả là 2.246.342.913.736 VND. Việc chi trả đã được thực hiện vào tháng 12 năm 2022.","numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021 VND > 666.977.003.454 > Thực hiện Nghị quyết Đại hội đồng cổ đông thường niên năm 2022 ngày 29 tháng 06 năm 2022, Tập đoàn Bảo Việt đã chi trả cổ tức bằng tiền ở mức 30,261% (3.026,1 VND/cổ phiếu) tính trên vốn điều lệ 7.423.227.640.000 VND, với số tiền thực tế chi trả là 2.246.342.913.736 VND. Việc chi trả đã được thực hiện vào tháng 12 năm 2022."
20.5 Cổ phiếu,20.5 Cổ phiếu,20.5 Cổ phiếu,20.5 Cổ phiếu,20.5 Cổ phiếu,20.5 Cổ phiếu,,,
,,,Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2021,,,
,,,Số lượngCổ phiếu,Giá trịVND,Số lượngCổ phiếuGiá trịVND,,,
Cổ phiếu đăng ký phát hành,20.5 Cổ phiếu > Cổ phiếu đăng ký phát hành,Cổ phiếu đăng ký phát hành,742.322.764,7.423.227.640.000,742.322.7647.423.227.640.000,742322764.0,7423227640000.0,7.423227647423228e+21
Cổ phiếu đã bán ra công chúng,20.5 Cổ phiếu > Cổ phiếu đã bán ra công chúng,Cổ phiếu đã bán ra công chúng,742.322.764,7.423.227.640.000,742.322.7647.423.227.640.000,742322764.0,7423227640000.0,7.423227647423228e+21
Cổ phiếu phổ thông,20.5 Cổ phiếu > Cổ phiếu phổ thông,Cổ phiếu phổ thông,742.322.764,7.423.227.640.000,742.322.7647.423.227.640.000,742322764.0,7423227640000.0,7.423227647423228e+21
Cổ phiếu đang lưu hành,20.5 Cổ phiếu > Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,742.322.764,7.423.227.640.000,742.322.7647.423.227.640.000,742322764.0,7423227640000.0,7.423227647423228e+21
Cổ phiếu phổ thông,20.5 Cổ phiếu > Cổ phiếu phổ thông,Cổ phiếu phổ thông,742.322.764,7.423.227.640.000,742.322.7647.423.227.640.000,742322764.0,7423227640000.0,7.423227647423228e+21
