row_label_raw,row_label_full,"Giá trị rủi ro cửa danh mục cổ phiếu niêm yết tại ngày 31 tháng 12 năm 2021 > Giá trị sổ sách > Giá trị thị trường > VaR (95%, 1 ngày)",HOSE > 182.182.272.880 > 316.348.450.000 > (9.885.497.092),HNX > 69.901.560.000 > 435.671.554.500 > (20.306.646.084),Tổng > 252.083.832.880 > 752.020.004.500 > (30.192.143.176),numeric__HOSE > 182.182.272.880 > 316.348.450.000 > (9.885.497.092),numeric__HNX > 69.901.560.000 > 435.671.554.500 > (20.306.646.084),numeric__Tổng > 252.083.832.880 > 752.020.004.500 > (30.192.143.176)
Mức độ đa dạng hóa VaR (95%),Mức độ đa dạng hóa VaR (95%),Mức độ đa dạng hóa VaR (95%),1.944.590.970,-,1.944.590.970,1944590970.0,,1944590970.0
"VaR (95%, 1 tuần)","VaR (95%, 1 tuần)","VaR (95%, 1 tuần)",(22.104.643.489),(45.407.041.039),(67.511.684.528),-22104643489.0,-45407041039.0,-67511684528.0
"VaR (95%, 1 tháng)","VaR (95%, 1 tháng)","VaR (95%, 1 tháng)",(46.367.091.355),(95.246.612.823),(141.613.704.178),-46367091355.0,-95246612823.0,-141613704178.0
"VaR (95%, 1 năm)","VaR (95%, 1 năm)","VaR (95%, 1 năm)",(156.927.401.353),(322.358.013.004),(479.285.414.357),-156927401353.0,-322358013004.0,-479285414357.0
