row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2021,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2022,numeric__Ngày 31 tháng 12 năm 2021
300,300,300,C. NỘ PHẢI TRẢ,,278.516.567.515,388.194.559.803,,,278516567515.0,388194559803.0
310,310,310,I. Nợ ngắn hạn,,187.770.414.777,221.481.365.827,,,187770414777.0,221481365827.0
311,311,311,1. Phải trả người bán ngắn hạn,13,8.345.615.845,13.249.934.085,,13.0,8345615845.0,13249934085.0
313,313,313,2. Thuế và các khoản phải nộp Nhà nước,14,11.009.271.199,25.095.889.373,,14.0,11009271199.0,25095889373.0
314,314,314,3. Phải trả người lao động,15,69.073.608.709,66.512.398.550,,15.0,69073608709.0,66512398550.0
315,315,315,4. Chi phí phải trả ngắn hạn,16,2.954.450.437,4.596.468.691,,16.0,2954450437.0,4596468691.0
319,319,319,5. Phải trả ngắn hạn khác,17,71.985.034.833,79.073.849.662,,17.0,71985034833.0,79073849662.0
322,322,322,"6. Quỹ khen thưởng, phúc lợi",18,24.402.433.754,32.952.825.466,,18.0,24402433754.0,32952825466.0
330,330,330,II. Nợ dài hạn,,90.746.152.738,166.713.193.976,,,90746152738.0,166713193976.0
338,338,338,1. Vay và nợ thuê tài chính dài hạn,19,90.746.152.738,166.713.193.976,,19.0,90746152738.0,166713193976.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,17.302.127.774.394,18.519.463.698.420,,,17302127774394.0,18519463698420.0
410,410,410,I. Vốn chủ sở hữu,20,17.302.127.774.394,18.519.463.698.420,,20.0,17302127774394.0,18519463698420.0
411,411,411,1. Vốn góp của chủ sở hữu,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.423.227.640.000,7.423.227.640.000,,,7423227640000.0,7423227640000.0
412,412,412,2. Thặng dư vốn cổ phần,,7.310.458.742.807,7.310.458.742.807,,,7310458742807.0,7310458742807.0
418,418,418,3. Quỹ đầu tư phát triển,,1.502.797.419.738,1.193.628.491.611,,,1502797419738.0,1193628491611.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,1.065.643.971.849,2.592.148.824.002,,,1065643971849.0,2592148824002.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,50.968.015,1.561.585.730.246,,,50968015.0,1561585730246.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,1.065.593.003.834,1.030.563.093.756,,,1065593003834.0,1030563093756.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,17.580.644.341.909,18.907.658.258.223,,,17580644341909.0,18907658258223.0
