row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021
01,01,01,1. Doanh thu hoạt động kinh doanh,21,1.564.365.553.547,1.489.512.537.506,,21.0,1564365553547.0,1489512537506.0
11,11,11,2. Chi phí hoạt động kinh doanh,22,(312.402.129.907),(224.810.366.431),,22.0,-312402129907.0,-224810366431.0
20,20,20,3. Lợi nhuận gộp từ hoạt động kinh doanh,,1.251.963.423.640,1.264.702.171.075,,,1251963423640.0,1264702171075.0
26,26,26,4. Chi phí quản lý doanh nghiệp,23,(150.357.936.377),(181.134.125.603),,23.0,-150357936377.0,-181134125603.0
30,30,30,5. Lợi nhuận thuần từ hoạt động kinh doanh,,1.101.605.487.263,1.083.568.045.472,,,1101605487263.0,1083568045472.0
31,31,31,6. Thu nhập khác,,659.318.176,354.162.876,,,659318176.0,354162876.0
32,32,32,7. Chi phí khác,,(107.263.684),(72.208.958),,,-107263684.0,-72208958.0
40,40,40,8. Lợi nhuận khác,,552.054.492,281.953.918,,,552054492.0,281953918.0
50,50,50,9. Tổng lợi nhuận trước thuế,,1.102.157.541.755,1.083.849.999.390,,,1102157541755.0,1083849999390.0
51,51,51,10. Chi phí thuế TNDN hiện hành,24,(36.564.537.921),(53.286.905.634),,24.0,-36564537921.0,-53286905634.0
60,60,60,11. Lợi nhuận sau thuế thu nhập doanh nghiệp,,1.065.593.003.834,1.030.563.093.756,,,1065593003834.0,1030563093756.0
