row_label_raw,row_label_full,col_0,Ngày 31 tháng12 năm 2021VND,Số tăngtrong nămVND,Số đã sử dụngtrong nămVND,Ngày 31 tháng12 năm 2022VND,numeric__Ngày 31 tháng12 năm 2021VND,numeric__Số tăngtrong nămVND,numeric__Số đã sử dụngtrong nămVND,numeric__Ngày 31 tháng12 năm 2022VND
Quỹ khen thưởng,Quỹ khen thưởng,Quỹ khen thưởng,16.251.154.317,24.586.014.124,(34.972.628.441),5.864.540.000,16251154317.0,24586014124.0,-34972628441.0,5864540000.0
Quỹ phúc lợi,Quỹ phúc lợi,Quỹ phúc lợi,16.701.671.149,12.000.000.000,(10.163.777.395),18.537.893.754,16701671149.0,12000000000.0,-10163777395.0,18537893754.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,32.952.825.466,36.586.014.124,(45.136.405.836),24.402.433.754,32952825466.0,36586014124.0,-45136405836.0,24402433754.0
