row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2021 > Phải thu VND,Ngày 31 tháng 12 năm 2021 > Phải nộp VND,Số phải nộp trong năm VND,Số đã nộp trong năm VND,Ngày 31 tháng 12 năm 2022 > Phải thu VND,Ngày 31 tháng 12 năm 2022 > Phải nộp VND,numeric__Ngày 31 tháng 12 năm 2021 > Phải thu VND,numeric__Ngày 31 tháng 12 năm 2021 > Phải nộp VND,numeric__Số phải nộp trong năm VND,numeric__Số đã nộp trong năm VND,numeric__Ngày 31 tháng 12 năm 2022 > Phải thu VND,numeric__Ngày 31 tháng 12 năm 2022 > Phải nộp VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,20.573.249.742,36.564.537.921,(52.803.249.742),-,4.334.537.921,,20573249742.0,36564537921.0,-52803249742.0,,4334537921.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,(24.051.688.981),-,5.732.853.567,(5.732.853.567),(24.051.688.981),-,-24051688981.0,,5732853567.0,-5732853567.0,-24051688981.0,
Thuế GTGT của dự án đầu tư,Thuế GTGT của dự án đầu tư,Thuế GTGT của dự án đầu tư,(24.051.688.981),-,-,-,(24.051.688.981),-,-24051688981.0,,,,-24051688981.0,
Thuế GTGT hàng bán nội địa được khấu trừ của dịch vụ CNTT,Thuế GTGT hàng bán nội địa được khấu trừ của dịch vụ CNTT,Thuế GTGT hàng bán nội địa được khấu trừ của dịch vụ CNTT,-,-,5.732.853.567,(5.732.853.567),-,-,,,5732853567.0,-5732853567.0,,
Thuế GTGT hàng bán nội địa của dịch vụ khác,Thuế GTGT hàng bán nội địa của dịch vụ khác,Thuế GTGT hàng bán nội địa của dịch vụ khác,-,2.830.417.271,25.573.532.677,(23.500.014.670),-,4.903.935.278,,2830417271.0,25573532677.0,-23500014670.0,,4903935278.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,1.563.888.854,25.995.115.204,(25.788.206.058),-,1.770.798.000,,1563888854.0,25995115204.0,-25788206058.0,,1770798000.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,128.333.506,16.182.249.894,(19.780.263.782),(3.469.680.382),-,,128333506.0,16182249894.0,-19780263782.0,-3469680382.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,(24.051.688.981),25.095.889.373,110.048.289.263,(127.604.587.819),(27.521.369.363),11.009.271.199,-24051688981.0,25095889373.0,110048289263.0,-127604587819.0,-27521369363.0,11009271199.0
