row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2022 > Giá gốc VND,Ngày 31 tháng 12 năm 2022 > Giá trị ghi số (sau khi trích lập dự phòng) VND,Ngày 31 tháng 12 năm 2021 > Giá gốc VND,Ngày 31 tháng 12 năm 2021 > Giá trị ghi số (sau khi trích lập dự phòng) VND,numeric__Ngày 31 tháng 12 năm 2022 > Giá gốc VND,numeric__Ngày 31 tháng 12 năm 2022 > Giá trị ghi số (sau khi trích lập dự phòng) VND,numeric__Ngày 31 tháng 12 năm 2021 > Giá gốc VND,numeric__Ngày 31 tháng 12 năm 2021 > Giá trị ghi số (sau khi trích lập dự phòng) VND
Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,,,,
Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ,Cổ phiếu niêm yết > Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ,Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ,7.085.582.267,7.085.582.267,10.334.361.164,10.334.361.164,7085582267.0,7085582267.0,10334361164.0,10334361164.0
Công ty Cổ phần Vĩnh Hoàn,Cổ phiếu niêm yết > Công ty Cổ phần Vĩnh Hoàn,Công ty Cổ phần Vĩnh Hoàn,-,-,17.770.625.000,17.770.625.000,,,17770625000.0,17770625000.0
,,,7.085.582.267,7.085.582.267,28.104.986.164,28.104.986.164,7085582267.0,7085582267.0,28104986164.0,28104986164.0
Chứng chỉ quỹ,Chứng chỉ quỹ,Chứng chỉ quỹ,Chứng chỉ quỹ,Chứng chỉ quỹ,Chứng chỉ quỹ,Chứng chỉ quỹ,,,,
Quỹ Đầu tư Cổ phiếu Năng động Bảo Việt (“BVFED”),Chứng chỉ quỹ > Quỹ Đầu tư Cổ phiếu Năng động Bảo Việt (“BVFED”),Quỹ Đầu tư Cổ phiếu Năng động Bảo Việt (“BVFED”),25.000.000.000,25.000.000.000,25.000.000.000,25.000.000.000,25000000000.0,25000000000.0,25000000000.0,25000000000.0
Quỹ Đầu tư Cổ phiếu Triển vọng Bảo Việt (“BVPF”),Chứng chỉ quỹ > Quỹ Đầu tư Cổ phiếu Triển vọng Bảo Việt (“BVPF”),Quỹ Đầu tư Cổ phiếu Triển vọng Bảo Việt (“BVPF”),20.000.000.000,20.000.000.000,20.000.000.000,20.000.000.000,20000000000.0,20000000000.0,20000000000.0,20000000000.0
,,,45.000.000.000,45.000.000.000,45.000.000.000,45.000.000.000,45000000000.0,45000000000.0,45000000000.0,45000000000.0
TỔNG CỘNG,Chứng chỉ quỹ > TỔNG CỘNG,TỔNG CỘNG,52.085.582.267,52.085.582.267,73.104.986.164,73.104.986.164,52085582267.0,52085582267.0,73104986164.0,73104986164.0
