row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022VND,Ngày 31 tháng 12năm 2021VND,numeric__Ngày 31 tháng 12năm 2022VND,numeric__Ngày 31 tháng 12năm 2021VND
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,558.405.458,402.128.532,558405458.0,402128532.0
"Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp","Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp","Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp",202.651.728,183.544.342,202651728.0,183544342.0
Kinh phí cho các chương trình An sinh xã hội chở giải ngân (*),Kinh phí cho các chương trình An sinh xã hội chở giải ngân (*),Kinh phí cho các chương trình An sinh xã hội chở giải ngân (*),14.593.756.170,16.179.020.961,14593756170.0,16179020961.0
Phải trả tiền đặt cọc của các đơn vị thuê trụ sở làm việc,Phải trả tiền đặt cọc của các đơn vị thuê trụ sở làm việc,Phải trả tiền đặt cọc của các đơn vị thuê trụ sở làm việc,963.234.000,1.306.080.000,963234000.0,1306080000.0
Phải trả các bên liên quan,Phải trả các bên liên quan,Phải trả các bên liên quan,20.169.388.261,24.534.028.732,20169388261.0,24534028732.0
Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,3.572.263.651,3.173.563.343,3572263651.0,3173563343.0
Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,1.950.974.770,2.604.131.532,1950974770.0,2604131532.0
BVF,BVF,BVF,372.402.800,-,372402800.0,
BVSC,BVSC,BVSC,564.841.200,88.000.000,564841200.0,88000000.0
BVInvest,BVInvest,BVInvest,13.245.018.240,18.425.452.260,13245018240.0,18425452260.0
Bảo Việt Bank,Bảo Việt Bank,Bảo Việt Bank,419.139.600,84.195.685,419139600.0,84195685.0
Sumitomo Life,Sumitomo Life,Sumitomo Life,44.748.000,158.685.912,44748000.0,158685912.0
Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (**),Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (**),Phải trả đối tác theo cam kết góp vốn vào Trung Nam Phú Quốc (**),34.320.000.000,34.320.000.000,34320000000.0,34320000000.0
Phải trả phải nộp khác,Phải trả phải nộp khác,Phải trả phải nộp khác,1.177.599.216,2.149.047.095,1177599216.0,2149047095.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,71.985.034.833,79.073.849.662,71985034833.0,79073849662.0
