row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2021,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2022,numeric__Ngày 31 tháng 12 năm 2021
100,100,100,A. TÀI SẢN NGĂN HẠN,,3.756.142.332.377,4.995.798.020.224,,,3756142332377.0,4995798020224.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,1.328.517.294.738,65.595.878.785,,5.0,1328517294738.0,65595878785.0
111,111,111,1. Tiền,,39.517.294.738,65.595.878.785,,,39517294738.0,65595878785.0
112,112,112,2. Các khoản tương đương tiền,,1.289.000.000.000,-,,,1289000000000.0,
120,120,120,II. Đầu tư tài chính ngắn hạn,,1.215.085.582.267,4.006.104.986.164,,,1215085582267.0,4006104986164.0
121,121,121,1. Chứng khoán kinh doanh,6.1,52.085.582.267,73.104.986.164,,61.0,52085582267.0,73104986164.0
123,123,123,2. Đầu tư nắm giữ đến ngày đáo hạn,6.2,1.163.000.000.000,3.933.000.000.000,,62.0,1163000000000.0,3933000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,7,1.165.478.470.094,885.176.842.577,,7.0,1165478470094.0,885176842577.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,,1.155.681.862.699,865.090.218.064,,,1155681862699.0,865090218064.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,810.204.700,10.023.104.980,,,810204700.0,10023104980.0
136,136,136,3. Phải thu ngắn hạn khác,,8.986.402.695,10.063.519.533,,,8986402695.0,10063519533.0
150,150,150,IV. Tài sản ngắn hạn khác,,47.060.985.278,38.920.312.698,,,47060985278.0,38920312698.0
151,151,151,1. Chi phí trả trước ngắn hạn,8,19.539.615.915,14.868.623.717,,8.0,19539615915.0,14868623717.0
152,152,152,2. Thuế GTGT được khấu trừ,14,24.051.688.981,24.051.688.981,,14.0,24051688981.0,24051688981.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,3.469.680.382,-,,,3469680382.0,
200,200,200,B. TÀI SẢN DÀI HẠN,,13.824.502.009.532,13.911.860.237.999,,,13824502009532.0,13911860237999.0
220,220,220,I. Tài sản cố định,,573.779.421.797,650.696.812.018,,,573779421797.0,650696812018.0
221,221,221,1. Tài sản cố định hữu hình,9,289.304.417.269,323.412.915.539,,9.0,289304417269.0,323412915539.0
222,222,222,Nguyên giá,,883.414.890.729,856.183.201.721,,,883414890729.0,856183201721.0
223,223,223,Giá trị khấu hao lũy kế,,(594.110.473.460),(532.770.286.182),,,-594110473460.0,-532770286182.0
227,227,227,2. Tài sản cố định vô hình,10,284.475.004.528,327.283.896.479,,10.0,284475004528.0,327283896479.0
228,228,228,Nguyên giá,,551.638.859.931,533.776.323.732,,,551638859931.0,533776323732.0
229,229,229,Giá trị hao mòn lũy kế,,(267.163.855.403),(206.492.427.253),,,-267163855403.0,-206492427253.0
240,240,240,II. Tài sản dở dang dài hạn,,269.036.900.092,271.136.347.373,,,269036900092.0,271136347373.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,11,269.036.900.092,271.136.347.373,,11.0,269036900092.0,271136347373.0
250,250,250,III. Đầu tư tài chính dài hạn,,12.967.269.166.029,12.984.419.283.079,,,12967269166029.0,12984419283079.0
251,251,251,1. Đầu tư vào công ty con và BVIF,6.3,10.352.286.148.720,10.352.286.148.720,,63.0,10352286148720.0,10352286148720.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",6.3,2.138.200.000.000,2.138.200.000.000,,63.0,2138200000000.0,2138200000000.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,6.3,521.335.637.261,527.895.480.716,,63.0,521335637261.0,527895480716.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,6.3,(44.552.619.952),(34.962.346.357),,63.0,-44552619952.0,-34962346357.0
255,255,255,5. Đầu tư nắm giữ đến ngày đáo hạn,6.2,-,1.000.000.000,,62.0,,1000000000.0
260,260,260,IV. Tài sản dài hạn khác,,14.416.521.614,5.607.795.529,,,14416521614.0,5607795529.0
261,261,261,1. Chi phí trả trước dài hạn,8,14.416.521.614,5.607.795.529,,8.0,14416521614.0,5607795529.0
270,270,270,TỔNG CỘNG TÀI SẢN,,17.580.644.341.909,18.907.658.258.223,,,17580644341909.0,18907658258223.0
