row_label_raw,row_label_full,Bên liên quan,Phải thu/(phải trả),Ngày 31 tháng 12năm 2022VND,Ngày 31 tháng 12năm 2021VND,numeric__Phải thu/(phải trả),numeric__Ngày 31 tháng 12năm 2022VND,numeric__Ngày 31 tháng 12năm 2021VND
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,,,
Sumitomo Life,Cổ đông chiến lược > Sumitomo Life,Sumitomo Life,"Phải trả tiền đặt cọc thuê văn phòng, trả trước tiền thuê văn phòng",(44.748.000),(158.685.912),,-44748000.0,-158685912.0
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu về lợi nhuận,719.212.904.100,413.107.000.000,,719212904100.0,413107000000.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu chi phí CNTT,48.664.244.650,45.331.330.927,,48664244650.0,45331330927.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu từ phân bổ chi phí,2.824.069.350,2.813.905.869,,2824069350.0,2813905869.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải thu dự án OSS,-,66.355.144,,,66355144.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải trả khoản An sinh xã hội,(3.100.000.000),(2.701.299.692),,-3100000000.0,-2701299692.0
Bảo Việt Nhân thọ,Công ty con > Bảo Việt Nhân thọ,Bảo Việt Nhân thọ,Phải trả tiền đặt cọc thuê văn phòng,(472.263.651),(472.263.651),,-472263651.0,-472263651.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu về lợi nhuận,223.376.000.000,226.613.000.000,,223376000000.0,226613000000.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu chi phí CNTT,24.313.356.215,22.860.171.908,,24313356215.0,22860171908.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu từ phân bổ chi phí,2.824.069.350,2.813.905.869,,2824069350.0,2813905869.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải trả khoản An sinh xã hội,(1.950.974.770),(2.400.974.770),,-1950974770.0,-2400974770.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu dự án OSS,-,66.355.144,,,66355144.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu hoạt động đào tạo,-,227.560.590,,,227560590.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Các khoản phải trả khác,-,(203.156.762),,,-203156762.0
Bảo hiểm Bảo Việt,Công ty con > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Phải thu tiền cho thuê văn phòng,244.706.000,94.806.489,,244706000.0,94806489.0
BVIF,Công ty con > BVIF,BVIF,Phải thu cổ tức,21.000.000.000,-,,21000000000.0,
BVF,Công ty con > BVF,BVF,Phải thu về lợi nhuận,47.732.000.000,48.463.000.000,,47732000000.0,48463000000.0
BVF,Công ty con > BVF,BVF,Phải thu chi phí CNTT,457.974.324,570.853.600,,457974324.0,570853600.0
BVF,Công ty con > BVF,BVF,Phải thu khoản An sinh xã hội,1.500.000.000,3.000.000.000,,1500000000.0,3000000000.0
BVF,Công ty con > BVF,BVF,Các khoản phải trả (đặt cọc),(372.402.800),-,,-372402800.0,
BVSC,Công ty con > BVSC,BVSC,Tiền gửi giao dịch chứng khoán,218.008.994,1.153.321.349,,218008994.0,1153321349.0
BVSC,Công ty con > BVSC,BVSC,Phải thu chi phí CNTT,120.760.504,831.101.913,,120760504.0,831101913.0
BVSC,Công ty con > BVSC,BVSC,Phải thu khác,50.000.000,50.000.000,,50000000.0,50000000.0
BVSC,Công ty con > BVSC,BVSC,Phải trả đặt cọc thuê văn phòng,(564.841.200),-,,-564841200.0,
BVSC,Công ty con > BVSC,BVSC,Phải trả khác,(105.000.000),(88.000.000),,-105000000.0,-88000000.0
BVInvest,Công ty con > BVInvest,BVInvest,Phải thu về lợi nhuận,8.425.000.000,13.935.000.000,,8425000000.0,13935000000.0
BVInvest,Công ty con > BVInvest,BVInvest,Phải thu chi phí CNTT,80.715.485,80.572.855,,80715485.0,80572855.0
BVInvest,Công ty con > BVInvest,BVInvest,Phải thu tiền cho thuê văn phòng và phí giữ xe,17.246.697.011,15.695.443.193,,17246697011.0,15695443193.0
BVInvest,Công ty con > BVInvest,BVInvest,Phải thu khác,203.143.491,203.206.590,,203143491.0,203206590.0
BVInvest,Công ty con > BVInvest,BVInvest,Phải trả phí quản lý tòa nhà và thủ lao ủy thác,(1.419.695.726),(2.339.020.120),,-1419695726.0,-2339020120.0
BVInvest,Công ty con > BVInvest,BVInvest,Phải trả khác,(686.802.320),(2.688.456.307),,-686802320.0,-2688456307.0
BVInvest,Công ty con > BVInvest,BVInvest,Phải trả tiền đặt cọc thuê văn phòng,(13.245.018.240),(13.397.975.833),,-13245018240.0,-13397975833.0
BVInvest,Công ty con > BVInvest,BVInvest,Tạm ứng hợp đồng sửa chữa,-,9.053.950.000,,,9053950000.0
