row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,365.281.878,365.281.878,365281878.0,365281878.0
Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,365.281.878,365.281.878,365281878.0,365281878.0
- Cổ phiếu phố thông,- Cổ phiếu phố thông,- Cổ phiếu phố thông,365.281.878,365.281.878,365281878.0,365281878.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
Số lượng cổ phiếu được mua lại,- Cổ phiếu ưu đãi > Số lượng cổ phiếu được mua lại,Số lượng cổ phiếu được mua lại,(3.800.000),(3.800.000),-3800000.0,-3800000.0
- Cổ phiếu phố thông,- Cổ phiếu ưu đãi > - Cổ phiếu phố thông,- Cổ phiếu phố thông,(3.800.000),(3.800.000),-3800000.0,-3800000.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
Số lượng cổ phiếu đang lưu hành,- Cổ phiếu ưu đãi > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,361.481.878,361.481.878,361481878.0,361481878.0
- Cổ phiếu phố thông,- Cổ phiếu ưu đãi > - Cổ phiếu phố thông,- Cổ phiếu phố thông,361.481.878,361.481.878,361481878.0,361481878.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,-,-,,
