row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,543.615,397.207,543615.0,397207.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,491.902,304.891,491902.0,304891.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,353,640,353.0,640.0
Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,36.343,64.554,36343.0,64554.0
Thu khác,Thu khác,Thu khác,15.017,27.122,15017.0,27122.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,49.877,32.946,49877.0,32946.0
Chi về dịch vụ thanh toán và ngân quỹ,Chi về dịch vụ thanh toán và ngân quỹ,Chi về dịch vụ thanh toán và ngân quỹ,32.310,17.089,32310.0,17089.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,3.448,5.550,3448.0,5550.0
Chi về dịch vụ khác,Chi về dịch vụ khác,Chi về dịch vụ khác,14.119,10.307,14119.0,10307.0
Lãi/lỗ thuần từ hoạt động dịch vụ,Lãi/lỗ thuần từ hoạt động dịch vụ,Lãi/lỗ thuần từ hoạt động dịch vụ,493.738,364.261,493738.0,364261.0
