row_label_raw,row_label_full,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
II. Lưu chuyển từ hoạt động đầu tư,"08. Tiền thu đầu tư, góp vốn vào các đơn vị khác (thu bán, thanh lý công ty con, góp vốn liên doanh, liên kết, các khoản đầu tư dài hạn khác) > II. Lưu chuyển từ hoạt động đầu tư",II. Lưu chuyển từ hoạt động đầu tư,,(63.411),(104.690),,-63411.0,-104690.0
LUU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01. Tăng vốn cổ phần từ hoạt động góp vốn và/hoặc phát hành cổ phiếu,01. Tăng vốn cổ phần từ hoạt động góp vốn và/hoặc phát hành cổ phiếu,01. Tăng vốn cổ phần từ hoạt động góp vốn và/hoặc phát hành cổ phiếu,,-,-,,,
02. Tiền thu từ phát hành giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,02. Tiền thu từ phát hành giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,02. Tiền thu từ phát hành giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,,-,-,,,
03. Tiền chi thanh toán giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,03. Tiền chi thanh toán giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,03. Tiền chi thanh toán giấy tờ dài hạn đủ điều kiện tính vào vốn tự có và các khoản vay dài hạn khác,,-,-,,,
"04. Cổ tức trả cho cổ đông, lợi nhuận đã chia","04. Cổ tức trả cho cổ đông, lợi nhuận đã chia","04. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,-,-,,,
05. Tiền chi ra mua cổ phiếu quỹ,05. Tiền chi ra mua cổ phiếu quỹ,05. Tiền chi ra mua cổ phiếu quỹ,,-,-,,,
06. Tiền thu được do bán cổ phiếu quỹ,06. Tiền thu được do bán cổ phiếu quỹ,06. Tiền thu được do bán cổ phiếu quỹ,,-,-,,,
III. Lưu chuyển tiền thuần từ hoạt động tài chính,III. Lưu chuyển tiền thuần từ hoạt động tài chính,III. Lưu chuyển tiền thuần từ hoạt động tài chính,,-,-,,,
IV. Lưu chuyển tiền thuần trong năm,III. Lưu chuyển tiền thuần từ hoạt động tài chính > IV. Lưu chuyển tiền thuần trong năm,IV. Lưu chuyển tiền thuần trong năm,,(699.598),(9.805.800),,-699598.0,-9805800.0
V. Tiền và các khoản tương đương tiền tạl thời điểm đầu năm,III. Lưu chuyển tiền thuần từ hoạt động tài chính > V. Tiền và các khoản tương đương tiền tạl thời điểm đầu năm,V. Tiền và các khoản tương đương tiền tạl thời điểm đầu năm,V.II,25.868.378,35.674.178,,25868378.0,35674178.0
VI. Điều chính ảnh hưởng của thay đổi tỷ giá,VI. Điều chính ảnh hưởng của thay đổi tỷ giá,VI. Điều chính ảnh hưởng của thay đổi tỷ giá,,-,-,,,
VII. Tiền và các khoản tương đương tiền tạl thời điểm cuối năm,VI. Điều chính ảnh hưởng của thay đổi tỷ giá > VII. Tiền và các khoản tương đương tiền tạl thời điểm cuối năm,VII. Tiền và các khoản tương đương tiền tạl thời điểm cuối năm,V.II,25.168.780,25.868.378,,25168780.0,25868378.0
