row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Năm nay,numeric__Năm trước
LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,,,
01.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 01.,01.,Thu nhập lãi và các khoản thu nhập tương tự nhận được,51.688.353,57.562.848,,51688353.0,57562848.0
02.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 02.,02.,Chi phí lãi và các chi phí tương tự đã trả,(32.406.918),(32.778.719),,-32406918.0,-32778719.0
03.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 03.,03.,Thu nhập từ hoạt động dịch vụ nhận được,1.336.901,486.735,,1336901.0,486735.0
04.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 04.,04.,Chênh lệch số tiền thực thu/thực chỉ từ hoạt động kinh doanh ngoại tệ và chứng khoán,140.025,424.562,,140025.0,424562.0
05.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 05.,05.,Thu nhập khác,677.528,220.753,,677528.0,220753.0
06.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 06.,06.,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",475.451,190.201,,475451.0,190201.0
07.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 07.,07.,"Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",(5.436.348),(4.582.175),,-5436348.0,-4582175.0
08.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 08.,08.,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(1.836.932),(2.405.242),,-1836932.0,-2405242.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,14.638.060,19.118.963,,14638060.0,19118963.0
,,,Những thay đối về tài sản hoạt động,(114.319.117),(60.679.790),,-114319117.0,-60679790.0
09.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 09.,09.,(Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD khác,(15.871.826),1.622.539,,-15871826.0,1622539.0
10.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 10.,10.,Giảm/(Tăng) các khoản về kinh doanh chứng khoán,2.341.062,(7.004.390),,2341062.0,-7004390.0
11.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 11.,11.,Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,-,269.772,,,269772.0
12.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 12.,12.,(Tăng) các khoản cho vay khách hàng,(81.411.482),(59.654.251),,-81411482.0,-59654251.0
13.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 13.,13.,"(Giảm) nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất",(6.653.060),(3.776.019),,-6653060.0,-3776019.0
14.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 14.,14.,(Tăng)/Giảm khác về tài sản hoạt động,(12.723.811),7.862.559,,-12723811.0,7862559.0
,,,Những thay đối về công nợ hoạt động,110.669.589,78.553.285,,110669589.0,78553285.0
15.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 15.,15.,(Giảm) các khoản nợ chính phủ và NHNN,(90.794),(8.381.535),,-90794.0,-8381535.0
16.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 16.,16.,"Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD khác",63.049.589,(7.503.538),,63049589.0,-7503538.0
17.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 17.,17.,Tăng tiền gửi của khách hàng,51.477.593,86.179.526,,51477593.0,86179526.0
18.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 18.,18.,(Giảm)/Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),(3.573.532),8.145.819,,-3573532.0,8145819.0
19.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 19.,19.,"(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",(181.585),(4.370),,-181585.0,-4370.0
20.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 20.,20.,(Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(35.225),97.152,,-35225.0,97152.0
21.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 21.,21.,Tăng khác về công nợ hoạt động,23.543,20.231,,23543.0,20231.0
I.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > I.,I.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,10.988.532,36.992.458,,10988532.0,36992458.0
