row_label_raw,row_label_full,col_0,Không chịu lãi,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Trong hạn_5,Tổng,numeric__Không chịu lãi,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Trong hạn_5,numeric__Tổng
,,,Không chịu lãi,Trên 03 tháng,Đến 03 tháng,Đến 01 tháng,Từ 01-03 tháng,Từ 03-06 tháng,Từ 06 -12 tháng,Từ 01-05 năm,Trên 05 năm,Tổng,,,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,,
Tiền mặt,Tài sản > Tiền mặt,Tiền mặt,1.505.879,-,-,-,-,-,-,-,-,1.505.879,1505879.0,,,,,,,,,1505879.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,26.288.908,-,-,-,-,-,-,-,-,26.288.908,26288908.0,,,,,,,,,26288908.0
Tiền gửi và cho vay các TCTD khác (*),Tài sản > Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),-,-,-,102.863.471,20.947.996,-,39.042,79.368,-,123.929.877,,,,102863471.0,20947996.0,,39042.0,79368.0,,123929877.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,-,-,314.072,2.427.066,-,2.204.590,-,4.945.728,,,,,314072.0,2427066.0,,2204590.0,,4945728.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),-,13.609.603,4.476.095,125.609.504,290.304.654,24.919.251,20.427.992,19.721.717,7.043.840,506.112.656,,13609603.0,4476095.0,125609504.0,290304654.0,24919251.0,20427992.0,19721717.0,7043840.0,506112656.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),28.658,526.536,-,1.849.227,255.545,7.304.705,1.505.159,3.642.485,17.657.562,32.769.877,28658.0,526536.0,,1849227.0,255545.0,7304705.0,1505159.0,3642485.0,17657562.0,32769877.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",3.702.212,-,-,-,-,-,-,-,-,3.702.212,3702212.0,,,,,,,,,3702212.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,5.323.402,-,-,-,-,-,-,-,-,5.323.402,5323402.0,,,,,,,,,5323402.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),35.354.577,39.438,3.402.131,795.511,2.149.235,2.938.990,650.392,-,-,45.330.274,35354577.0,39438.0,3402131.0,795511.0,2149235.0,2938990.0,650392.0,,,45330274.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,72.203.636,14.175.577,7.878.226,231.117.713,313.971.502,37.590.012,22.622.585,25.648.160,24.701.402,749.908.813,72203636.0,14175577.0,7878226.0,231117713.0,313971502.0,37590012.0,22622585.0,25648160.0,24701402.0,749908813.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,-,-,-,-,10.077,-,1.232.787,-,-,1.242.864,,,,,10077.0,,1232787.0,,,1242864.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,-,106.783.591,21.235.888,3.048.242,817.033,467.440,21.042,132.373.236,,,,106783591.0,21235888.0,3048242.0,817033.0,467440.0,21042.0,132373236.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,-,118.823.036,105.182.600,133.715.524,114.204.572,24.162.811,16.894,496.105.437,,,,118823036.0,105182600.0,133715524.0,114204572.0,24162811.0,16894.0,496105437.0
Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Công cụ tài chính phải sinh và các khoản nợ tài chính khác,61.927,-,-,-,-,-,-,-,-,61.927,61927.0,,,,,,,,,61927.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,220.371,31.268,47.794,119.586,576.687,433.944,1.429.650,,,,220371.0,31268.0,47794.0,119586.0,576687.0,433944.0,1429650.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,2.355.138,4.577.426,14.425.646,13.889.972,4.000.013,-,39.248.195,,,,2355138.0,4577426.0,14425646.0,13889972.0,4000013.0,,39248195.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,13.110.542,-,-,-,-,-,-,-,-,13.110.542,13110542.0,,,,,,,,,13110542.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,13.172.469,-,-,228.182.136,131.037.259,151.237.206,130.263.950,29.206.951,471.880,683.571.851,13172469.0,,,228182136.0,131037259.0,151237206.0,130263950.0,29206951.0,471880.0,683571851.0
Mức chênh nhạy cảm với lãi suất nội bằng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bằng,Mức chênh nhạy cảm với lãi suất nội bằng,59.031.167,14.175.577,7.878.226,2.935.577,182.934.243,(113.647.194),(107.641.365),(3.558.791),24.229.522,66.336.962,59031167.0,14175577.0,7878226.0,2935577.0,182934243.0,-113647194.0,-107641365.0,-3558791.0,24229522.0,66336962.0
Các cam kết ngoại bằng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ,Nợ phải trả > Các cam kết ngoại bằng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ,Các cam kết ngoại bằng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ,264,-,-,-,-,-,-,-,-,264,264.0,,,,,,,,,264.0
"Mức chênh nhạy cảm với lãi suất nội, ngoại bằng","Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội, ngoại bằng","Mức chênh nhạy cảm với lãi suất nội, ngoại bằng",59.031.431,14.175.577,7.878.226,2.935.577,182.934.243,(113.647.194),(107.641.365),(3.558.791),24.229.522,66.337.226,59031431.0,14175577.0,7878226.0,2935577.0,182934243.0,-113647194.0,-107641365.0,-3558791.0,24229522.0,66337226.0
