row_label_raw,row_label_full,"I. Tổng số cán bộ, nhân viên bình quân trong năm(người)",Năm nay > 6.227,Năm trước > 5.680,numeric__Năm nay > 6.227,numeric__Năm trước > 5.680
"II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên","II. Thu nhập của cán bộ, công nhân viên",,
1. Tổng thu nhập (triệu VND),"II. Thu nhập của cán bộ, công nhân viên > 1. Tổng thu nhập (triệu VND)",1. Tổng thu nhập (triệu VND),2.285.888,2.020.604,2285888.0,2020604.0
2. Thu nhập bình quân hàng tháng (triệu VND/người),"II. Thu nhập của cán bộ, công nhân viên > 2. Thu nhập bình quân hàng tháng (triệu VND/người)",2. Thu nhập bình quân hàng tháng (triệu VND/người),"30,59","29,65",30.59,29.65
