row_label_raw,row_label_full,Ông Đỗ Quang Hiến,Chú tịch,numeric__Chú tịch
Ông Đỗ Đức Hải,Ông Đỗ Đức Hải,Ông Đỗ Đức Hải,Phó Chủ tịch (miễn nhiệm chức danh thành viên HĐQT ngày 25 tháng 4 năm 2024 để tập trung công tác tại Ban điều hành theo luật TCTD năm 2024),
Ông Đỗ Quang Vinh,Ông Đỗ Quang Vinh,Ông Đỗ Quang Vinh,Phó Chủ tịch,
Ông Thái Quốc Minh,Ông Thái Quốc Minh,Ông Thái Quốc Minh,Thành viên,
Bà Ngô Thu Hà,Bà Ngô Thu Hà,Bà Ngô Thu Hà,Thành viên,
Ông Phạm Viết Dần,Ông Phạm Viết Dần,Ông Phạm Viết Dần,Thành viên,
Ông Đỗ Văn Sinh,Ông Đỗ Văn Sinh,Ông Đỗ Văn Sinh,Thành viên độc lập,
Ông Haroon Anwar Sheikh,Ông Haroon Anwar Sheikh,Ông Haroon Anwar Sheikh,Thành viên độc lập (miễn nhiệm ngày 25 tháng 4 năm 2024),
