row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng
,,,Trên 03 tháng,Đến 03 tháng,Đến 01 tháng,Từ 01-03 tháng,Từ 03-12 tháng,Từ 01-05 năm,Trên 05 năm,Tổng,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
Tiền mặt,Tài sản > Tiền mặt,Tiền mặt,-,-,1.505.879,-,-,-,-,1.505.879,,,1505879.0,,,,,1505879.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,26.288.908,-,-,-,-,26.288.908,,,26288908.0,,,,,26288908.0
Tiền gửi và cho vay các TCTD khác (*),Tài sản > Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),-,-,102.863.471,20.947.996,39.042,79.368,-,123.929.877,,,102863471.0,20947996.0,39042.0,79368.0,,123929877.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,-,-,4.945.728,-,-,4.945.728,,,,,4945728.0,,,4945728.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),13.609.603,4.476.095,29.587.549,52.261.056,126.079.313,182.137.820,97.961.220,506.112.656,13609603.0,4476095.0,29587549.0,52261056.0,126079313.0,182137820.0,97961220.0,506112656.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),526.536,-,1.849.227,255.545,1.505.159,9.690.379,18.943.031,32.769.877,526536.0,,1849227.0,255545.0,1505159.0,9690379.0,18943031.0,32769877.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,3.702.212,3.702.212,,,,,,,3702212.0,3702212.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,1.683.454,1,3.176,133.810,3.502.961,5.323.402,,,1683454.0,1.0,3176.0,133810.0,3502961.0,5323402.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),39.438,3.402.131,35.571.201,2.221.138,3.877.900,217.554,912,45.330.274,39438.0,3402131.0,35571201.0,2221138.0,3877900.0,217554.0,912.0,45330274.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,14.175.577,7.878.226,199.349.689,75.685.736,136.450.318,192.258.931,124.110.336,749.908.813,14175577.0,7878226.0,199349689.0,75685736.0,136450318.0,192258931.0,124110336.0,749908813.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,-,-,-,10.077,1.232.787,-,-,1.242.864,,,,10077.0,1232787.0,,,1242864.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,105.764.391,19.579.688,4.077.600,2.930.515,21.042,132.373.236,,,105764391.0,19579688.0,4077600.0,2930515.0,21042.0,132373236.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,96.512.707,85.372.666,179.251.563,134.951.072,17.429,496.105.437,,,96512707.0,85372666.0,179251563.0,134951072.0,17429.0,496105437.0
Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,12.526,19.792,15.609,14.000,-,61.927,,,12526.0,19792.0,15609.0,14000.0,,61927.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,220.372,31.268,167.379,576.687,433.944,1.429.650,,,220372.0,31268.0,167379.0,576687.0,433944.0,1429650.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,506,-,12.733.869,20.597.528,5.916.292,39.248.195,,,506.0,,12733869.0,20597528.0,5916292.0,39248195.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,13.110.542,-,-,-,-,13.110.542,,,13110542.0,,,,,13110542.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,215.621.044,105.013.491,197.478.807,159.069.802,6.388.707,683.571.851,,,215621044.0,105013491.0,197478807.0,159069802.0,6388707.0,683571851.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,14.175.577,7.878.226,(16.271.355),(29.327.755),(61.028.489),33.189.129,117.721.629,66.336.962,14175577.0,7878226.0,-16271355.0,-29327755.0,-61028489.0,33189129.0,117721629.0,66336962.0
