row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1.,1.,1.,Bảo lãnh vay vốn,39,30.089,55.050,,39.0,30089.0,55050.0
2.,2.,2.,Cam kết giao dịch hồi đoái,39,13.754.686,15.454.640,,39.0,13754686.0,15454640.0
2.,2.,2.,Cam kết mua ngoại tệ,,848.566,805.070,,,848566.0,805070.0
2.,2.,2.,Cam kết bán ngoại tệ,,613.719,814.380,,,613719.0,814380.0
2.,2.,2.,Cam kết giao dịch hoán dôi,,12.292.401,13.835.190,,,12292401.0,13835190.0
3.,3.,3.,Cam kết trong nghiệp vụ L/C,39,26.204.623,4.966.374,,39.0,26204623.0,4966374.0
4.,4.,4.,Bảo lãnh khác,39,17.655.830,18.218.773,,39.0,17655830.0,18218773.0
5.,5.,5.,Lãi cho vay và phí phải thu chưa thu được,40,8.436.939,10.014.387,,40.0,8436939.0,10014387.0
6.,6.,6.,Nợ khó đòi đã xử lý,41,39.967.173,33.465.181,,41.0,39967173.0,33465181.0
7.,7.,7.,Tài sản và chứng từ khác,42,2.433.420,2.530.117,,42.0,2433420.0,2530117.0
