row_label_raw,row_label_full,col_0,Chứng khoán đầu tư sản sàng để bán,Chứng khoán đầu tư sản sàng để bán_1,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn_1,Tổng cộng,numeric__Chứng khoán đầu tư sản sàng để bán,numeric__Chứng khoán đầu tư sản sàng để bán_1,numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn,numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn_1,numeric__Tổng cộng
,,,Dự phòng chung,Dự phòng giảm giá,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,,Triệu VND,,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,93.094,559,3.949,-,97.602,93094.0,559.0,3949.0,,97602.0
Dự phòng (hoàn nhập)/trích lập trong năm,Dự phòng (hoàn nhập)/trích lập trong năm,Dự phòng (hoàn nhập)/trích lập trong năm,(27.320),(262),-,73.715,46.133,-27320.0,-262.0,,73715.0,46133.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,65.774,297,3.949,73.715,143.735,65774.0,297.0,3949.0,73715.0,143735.0
