row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tiền mặt,Tiền mặt,Tiền mặt,12.026.756.032,2.518.651.833,12026756032.0,2518651833.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,1.170.773.455.497,1.649.535.922.229,1170773455497.0,1649535922229.0
Tiền đang chuyển,Tiền đang chuyển,Tiền đang chuyển,144.000.000,-,144000000.0,
Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),434.801.886.924,767.463.331.043,434801886924.0,767463331043.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.617.746.098.453,2.419.517.905.105,1617746098453.0,2419517905105.0
