row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị có thể thu hồi được,Số đầu năm > Giá gốc,Số đầu năm > Giá trị có thể thu hồi được,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị có thể thu hồi được,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị có thể thu hồi được
Công ty TNHH Oriente de Polimeros,Công ty TNHH Oriente de Polimeros,Công ty TNHH Oriente de Polimeros,11.114.495.315,-,10.775.195.970,-,11114495315.0,,10775195970.0,
Công ty TNHH Sản xuất Thương mại Xuất nhập khẩu Phúc Hưng,Công ty TNHH Sản xuất Thương mại Xuất nhập khẩu Phúc Hưng,Công ty TNHH Sản xuất Thương mại Xuất nhập khẩu Phúc Hưng,-,-,8.338.103.600,-,,,8338103600.0,
Công ty Cổ phần Nhựa Xanh,Công ty Cổ phần Nhựa Xanh,Công ty Cổ phần Nhựa Xanh,-,-,7.336.923.344,3.668.461.672,,,7336923344.0,3668461672.0
Khác,Khác,Khác,5.003.633.246,-,11.917.331.091,2.526.506.202,5003633246.0,,11917331091.0,2526506202.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,16.118.128.561,-,38.367.554.005,6.194.967.874,16118128561.0,,38367554005.0,6194967874.0
