row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",11.133.010.141,11.301.696.923,11133010141.0,11301696923.0
Chi phí trả trước khác,Ngắn hạn > Chi phí trả trước khác,Chi phí trả trước khác,7.571.000.863,12.914.100.828,7571000863.0,12914100828.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,18.704.011.004,24.215.797.751,18704011004.0,24215797751.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Quyền sử dụng đất có thời hạn (*),Dài hạn > Quyền sử dụng đất có thời hạn (*),Quyền sử dụng đất có thời hạn (*),705.074.590.908,794.029.023.966,705074590908.0,794029023966.0
Tiền thuê đất trả trước,Dài hạn > Tiền thuê đất trả trước,Tiền thuê đất trả trước,33.100.163.973,35.406.998.589,33100163973.0,35406998589.0
"Công cụ, dụng cụ xuất dùng","Dài hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",83.879.186.993,39.042.321.316,83879186993.0,39042321316.0
Chiết khấu thanh toán,Dài hạn > Chiết khấu thanh toán,Chiết khấu thanh toán,-,1.482.624.000,,1482624000.0
Chi phí sửa chữa lớn,Dài hạn > Chi phí sửa chữa lớn,Chi phí sửa chữa lớn,44.488.189.197,34.496.014.632,44488189197.0,34496014632.0
Chi phí hoa hồng môi giới,Dài hạn > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,56.790.692.231,49.019.070.265,56790692231.0,49019070265.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,8.361.467.883,12.725.535.773,8361467883.0,12725535773.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,931.694.291.185,966.201.588.541,931694291185.0,966201588541.0
