row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Phải thu liên quan đến sản xuất và kinh doanh thương mại hạt nhựa, bao bì và các sản phẩm nhựa khác","Ngắn hạn > Phải thu liên quan đến sản xuất và kinh doanh thương mại hạt nhựa, bao bì và các sản phẩm nhựa khác","Phải thu liên quan đến sản xuất và kinh doanh thương mại hạt nhựa, bao bì và các sản phẩm nhựa khác",699.503.880.667,1.183.955.807.016,699503880667.0,1183955807016.0
- Công ty TNHH Honda Việt Nam,Ngắn hạn > - Công ty TNHH Honda Việt Nam,- Công ty TNHH Honda Việt Nam,82.427.834.045,92.387.160.181,82427834045.0,92387160181.0
- Các khách hàng khác,Ngắn hạn > - Các khách hàng khác,- Các khách hàng khác,617.076.046.622,1.091.568.646.835,617076046622.0,1091568646835.0
Phải thu từ cho thuê dài hạn đất và hạ tầng khu công nghiệp,Ngắn hạn > Phải thu từ cho thuê dài hạn đất và hạ tầng khu công nghiệp,Phải thu từ cho thuê dài hạn đất và hạ tầng khu công nghiệp,-,259.840.390,,259840390.0
Phải thu các dịch vụ khác,Ngắn hạn > Phải thu các dịch vụ khác,Phải thu các dịch vụ khác,3.962.141.048,21.284.312.743,3962141048.0,21284312743.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,703.466.021.715,1.205.499.960.149,703466021715.0,1205499960149.0
Dự phòng phải thu ngắn hạn khó đòi,Ngắn hạn > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(16.118.128.561),(31.441.524.272),-16118128561.0,-31441524272.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn từ khách hàng khác,Trong đó: > Phải thu ngắn hạn từ khách hàng khác,Phải thu ngắn hạn từ khách hàng khác,691.083.371.404,1.203.039.989.424,691083371404.0,1203039989424.0
Phải thu ngắn hạn từ các bên liên quan (Thuyết minh số 35),Trong đó: > Phải thu ngắn hạn từ các bên liên quan (Thuyết minh số 35),Phải thu ngắn hạn từ các bên liên quan (Thuyết minh số 35),12.382.650.311,2.459.970.725,12382650311.0,2459970725.0
"Chi tiết tinh hình tăng, giảm dự phòng phải thu khó đòi:","Chi tiết tinh hình tăng, giảm dự phòng phải thu khó đòi:","Chi tiết tinh hình tăng, giảm dự phòng phải thu khó đòi:","Chi tiết tinh hình tăng, giảm dự phòng phải thu khó đòi:","Chi tiết tinh hình tăng, giảm dự phòng phải thu khó đòi:",,
,,,Số cuối năm,Đơn vị tính: VND,,
,,,Số cuối năm,Số đầu năm,,
Số đầu năm,"Chi tiết tinh hình tăng, giảm dự phòng phải thu khó đòi: > Số đầu năm",Số đầu năm,31.441.524.272,24.682.993.887,31441524272.0,24682993887.0
Dự phòng trích lập trong năm,"Chi tiết tinh hình tăng, giảm dự phòng phải thu khó đòi: > Dự phòng trích lập trong năm",Dự phòng trích lập trong năm,2.734.697.624,5.970.213.334,2734697624.0,5970213334.0
Hoàn nhập dự phòng trong năm,"Chi tiết tinh hình tăng, giảm dự phòng phải thu khó đòi: > Hoàn nhập dự phòng trong năm",Hoàn nhập dự phòng trong năm,-,(6.000.000),,-6000000.0
Ảnh hưởng chênh lệch tỷ giá do chuyển đổi báo cáo của công ty con ở nước ngoài,"Chi tiết tinh hình tăng, giảm dự phòng phải thu khó đòi: > Ảnh hưởng chênh lệch tỷ giá do chuyển đổi báo cáo của công ty con ở nước ngoài",Ảnh hưởng chênh lệch tỷ giá do chuyển đổi báo cáo của công ty con ở nước ngoài,444.802.337,794.317.051,444802337.0,794317051.0
Giảm do thoái vốn công ty con,"Chi tiết tinh hình tăng, giảm dự phòng phải thu khó đòi: > Giảm do thoái vốn công ty con",Giảm do thoái vốn công ty con,(18.502.895.672),-,-18502895672.0,
Số cuối năm,"Chi tiết tinh hình tăng, giảm dự phòng phải thu khó đòi: > Số cuối năm",Số cuối năm,16.118.128.561,31.441.524.272,16118128561.0,31441524272.0
