row_label_raw,row_label_full,Ông Nguyễn Lê Trung,Tổng Giám đốc,numeric__Tổng Giám đốc
Bà Hòa Thị Thu Hà,Bà Hòa Thị Thu Hà,Bà Hòa Thị Thu Hà,Phó Tổng Giám đốc,
Bà Trần Thị Thoàn,Bà Trần Thị Thoàn,Bà Trần Thị Thoàn,Phó Tổng Giám đốc,
Ông Nguyễn Xuân Cò,Ông Nguyễn Xuân Cò,Ông Nguyễn Xuân Cò,Phó Tổng Giám đốc,
