row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị ghi số,Số cuối năm > Dự phòng,Đơn vị tính: VND > Số đầu năm > Giá gốc,Đơn vị tính: VND > Số đầu năm > Giá trị ghi số,Đơn vị tính: VND > Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị ghi số,numeric__Số cuối năm > Dự phòng,numeric__Đơn vị tính: VND > Số đầu năm > Giá gốc,numeric__Đơn vị tính: VND > Số đầu năm > Giá trị ghi số,numeric__Đơn vị tính: VND > Số đầu năm > Dự phòng
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,234.400.000.000,234.400.000.000,-,718.639.358.712,718.639.358.712,-,234400000000.0,234400000000.0,,718639358712.0,718639358712.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,234.400.000.000,234.400.000.000,-,718.639.358.712,718.639.358.712,-,234400000000.0,234400000000.0,,718639358712.0,718639358712.0,
