row_label_raw,row_label_full,col_0,col_1,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__col_1,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
XII,XII,XII,Tài sản Có khác,12.766.355,10.773.713,,12766355.0,10773713.0
1,1,1,Các khoản phải thu,6.712.939,4.512.452,,6712939.0,4512452.0
2,2,2,"Các khoản lãi, phí phải thu",2.774.998,3.069.951,,2774998.0,3069951.0
3,3,3,Tài sản Có khác,3.561.254,3.302.658,,3561254.0,3302658.0
,,,Trong đó: Lợi thế thương mại,85.000,94.982,,85000.0,94982.0
4,4,4,Dự phòng rủi ro cho các tài sản Có nội bảng khác,(282.836),(111.348),,-282836.0,-111348.0
,,,TỔNG TÀI SẢN,92.605.862,104.311.276,,92605862.0,104311276.0
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,,,,
,,,NỘ PHẢI TRẢ,,,,,
I,B > I,I,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,4.386.050,5.027.470,,4386050.0,5027470.0
II,B > II,II,Tiền gửi và vay các TCTD khác,10.536.234,17.399.382,,10536234.0,17399382.0
1,B > 1,1,Tiền gửi của các TCTD khác,3.703.065,4.253.611,,3703065.0,4253611.0
2,B > 2,2,Vay các TCTD khác,6.833.169,13.145.771,,6833169.0,13145771.0
III,B > III,III,Tiền gửi của khách hàng,57.586.806,62.615.688,,57586806.0,62615688.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và nợ phải trả tài chính khác,51.505,163.899,,51505.0,163899.0
V,B > V,V,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,137.000,,,137000.0
VI,B > VI,VI,Phát hành giấy tờ có giá,4.218.047,3.297.331,,4218047.0,3297331.0
VII,B > VII,VII,Các khoản nợ khác,2.227.234,2.054.257,,2227234.0,2054257.0
1,B > 1,1,"Các khoản lãi, phí phải trả",1.362.260,1.247.205,,1362260.0,1247205.0
2,B > 2,2,Các khoản phải trả và công nợ khác,864.974,807.052,,864974.0,807052.0
,,,TỔNG NỘ PHẢI TRẢ,79.005.876,90.695.027,,79005876.0,90695027.0
