row_label_raw,row_label_full,col_0,col_1,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__col_1,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
A,A,A,TÀI SẢN,,,,,
I,A > I,I,Tiền mặt và vàng,1.868.269,1.529.021,,1868269.0,1529021.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,1.545.647,2.212.421,,1545647.0,2212421.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng (“TCTD”)khác,7.562.696,11.455.737,,7562696.0,11455737.0
1,A > 1,1,Tiền gửi tại các TCTD khác,4.054.740,3.480.252,,4054740.0,3480252.0
2,A > 2,2,Cho vay các TCTD khác,3.618.251,8.085.210,,3618251.0,8085210.0
3,A > 3,3,Dự phòng rủi ro,(110.295),(109.725),,-110295.0,-109725.0
IV,A > IV,IV,Chứng khoán kinh doanh,97.043,117.063,,97043.0,117063.0
1,A > 1,1,Chứng khoán kinh doanh,164.014,196.922,,164014.0,196922.0
2,A > 2,2,Dự phòng giảm giá chứng khoán kinh doanh,(66.971),(79.859),,-66971.0,-79859.0
VI,A > VI,VI,Cho vay khách hàng,34.666.848,27.490.168,,34666848.0,27490168.0
1,A > 1,1,Cho vay khách hàng,35.118.872,28.091.320,,35118872.0,28091320.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,(452.024),(601.152),,-452024.0,-601152.0
VII,A > VII,VII,Hoạt động mua nợ,43.893,43.965,,43893.0,43965.0
1,A > 1,1,Mua nợ,44.616,49.863,,44616.0,49863.0
2,A > 2,2,Dự phòng rủi ro hoạt động mua nợ,(723),(5.898),,-723.0,-5898.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,32.501.854,48.901.341,,32501854.0,48901341.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,24.558.953,39.092.073,,24558953.0,39092073.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,8.873.669,10.283.551,,8873669.0,10283551.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,(930.768),(474.283),,-930768.0,-474283.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",9.251,9.251,,9251.0,9251.0
1,A > 1,1,Đầu tư dài hạn khác,9.251,9.251,,9251.0,9251.0
X,A > X,X,Tài sản cố định,648.564,823.094,,648564.0,823094.0
1,A > 1,1,Tài sản cố định hữu hình,142.592,202.244,,142592.0,202244.0
a,A > a,a,Nguyên giá,595.551,602.696,,595551.0,602696.0
b,A > b,b,Giá trị hao mòn lũy kế,(452.959),(400.452),,-452959.0,-400452.0
2,A > 2,2,Tài sản cố định thuê tài chính,269.913,276.544,,269913.0,276544.0
a,A > a,a,Nguyên giá,312.780,312.780,,312780.0,312780.0
b,A > b,b,Giá trị hao mòn lũy kế,(42.867),(36.236),,-42867.0,-36236.0
3,A > 3,3,Tài sản cố định vô hình,236.059,344.306,,236059.0,344306.0
a,A > a,a,Nguyên giá,445.597,523.185,,445597.0,523185.0
b,A > b,b,Giá trị hao mòn lũy kế,(209.538),(178.879),,-209538.0,-178879.0
XI,A > XI,XI,Bất động sản đầu tư,895.442,955.502,,895442.0,955502.0
a,A > a,a,Nguyên giá,1.018.285,1.057.948,,1018285.0,1057948.0
b,A > b,b,Giá trị hao mòn lũy kế,(122.843),(102.446),,-122843.0,-102446.0
