row_label_raw,row_label_full,Ông Trần Anh Tuấn,Chủ tịch,numeric__Chủ tịch
Ông Vũ Đức Nhuận,Ông Vũ Đức Nhuận,Ông Vũ Đức Nhuận,Thành viên,
Bà Dương Hồng Loan,Bà Dương Hồng Loan,Bà Dương Hồng Loan,Thành viên độc lập,
Ông Trần Xuân Quảng,Ông Trần Xuân Quảng,Ông Trần Xuân Quảng,Phó Chủ tịch thường trực (từ ngày 28/4/2016),
Ông Huỳnh Bửu Quang,Ông Huỳnh Bửu Quang,Ông Huỳnh Bửu Quang,Thành viên (từ ngày 28/4/2016),
Ông Nguyễn Đức Hoàn,Ông Nguyễn Đức Hoàn,Ông Nguyễn Đức Hoàn,Thành viên độc lập (từ ngày 28/4/2016),
Bà Vũ Thị Liên,Bà Vũ Thị Liên,Bà Vũ Thị Liên,Thành viên (đến ngày 28/4/2016),
Ông Đỗ Lam Điền,Ông Đỗ Lam Điền,Ông Đỗ Lam Điền,Thành viên (đến ngày 28/4/2016),
