row_label_raw,row_label_full,col_0,col_1,2016Triệu VND,2015Triệu VND,numeric__col_1,numeric__2016Triệu VND,numeric__2015Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
01,01,01,Mua sắm tài sản cố định,(19.894),(17.388),,-19894.0,-17388.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",215.212,6.474,,215212.0,6474.0
03,03,03,Tiền chi mua sắm bất động sản đầu tư,(1.236),-,,-1236.0,
04,04,04,"Tiền thu từ bán, thanh lý bất động sản đầu tư",40.900,-,,40900.0,
08,08,08,Tiền thu đầu tư góp vốn vào đơn vị khác,-,18.023,,,18023.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn dài hạn",50.718,72.260,,50718.0,72260.0
II,II,II,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNGĐẦU TƯ,285.700,79.369,,285700.0,79369.0
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
04,04,04,"Cổ tức trả cho cổ đông, lợi nhuận đã chia",(38),(72),,-38.0,-72.0
05,05,05,Tiền chi ra mua cổ phiếu quỹ,(155.750),(419),,-155750.0,-419.0
III,III,III,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNGTÀI CHÍNH,(155.788),(491),,-155788.0,-491.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUẦN TRONG NĂM,245.616,(491.181),,245616.0,-491181.0
V,V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIẾNTẠI THỜI ĐIỂM ĐẦU NĂM,7.002.246,7.493.427,,7002246.0,7493427.0
VI,VI,VI,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIẾNTẠI THỜI ĐIỂM CUỐI NĂM,7.247.862,7.002.246,,7247862.0,7002246.0
