row_label_raw,row_label_full,col_0,col_1,2016Triệu VND,2015Triệu VND,numeric__col_1,numeric__2016Triệu VND,numeric__2015Triệu VND
1,1,1,Thu nhập lãi và các khoản thu nhập tương tự,6.347.548,6.406.283,,6347548.0,6406283.0
2,2,2,Chi phí lãi và các chi phí tương tự,(4.094.906),(4.819.368),,-4094906.0,-4819368.0
I,I,I,Thu nhập lãi thuần,2.252.642,1.586.915,,2252642.0,1586915.0
3,3,3,Thu nhập từ hoạt động dịch vụ,247.272,186.456,,247272.0,186456.0
4,4,4,Chi phí hoạt động dịch vụ,(154.237),(147.812),,-154237.0,-147812.0
II,II,II,Lãi thuần từ hoạt động dịch vụ,93.035,38.644,,93035.0,38644.0
III,III,III,Lãi/(lỗ) thuần từ hoạt động kinh doanh ngoại hối,"13,492",(70.925),,13.492,-70925.0
IV,IV,IV,Lỗ thuần từ mua bán chứng khoán kinh doanh,(5.575),(46.068),,-5575.0,-46068.0
V,V,V,Lãi thuần từ mua bán chứng khoán đầu tư,602.609,561.362,,602609.0,561362.0
5,5,5,Thu nhập từ hoạt động khác,1.021.400,443.322,,1021400.0,443322.0
6,6,6,Chi phí hoạt động khác,(223.768),(161.960),,-223768.0,-161960.0
VI,VI,VI,Lãi thuần từ hoạt động khác,797.632,281.362,,797632.0,281362.0
VII,VII,VII,"Thu nhập từ góp vốn, mua cổ phần",50.718,142.435,,50718.0,142435.0
VIII,VIII,VIII,Chi phí hoạt động,(1.897.097),(1.808.858),,-1897097.0,-1808858.0
IX,IX,IX,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,1.907.456,684.867,,1907456.0,684867.0
X,X,X,Chi phí dự phòng rủi ro tín dụng,(1.743.425),(526.835),,-1743425.0,-526835.0
XI,XI,XI,Tổng lợi nhuận trước thuế,164.031,158.032,,164031.0,158032.0
XII,XII,XII,Chi phí thuế thu nhập doanh nghiệp,(24.027),(41.758),,-24027.0,-41758.0
XIII,XIII,XIII,Lợi nhuận sau thuế,140.004,116.274,,140004.0,116274.0
XIV,XIV,XIV,Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),122,100,,122.0,100.0
