row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2017VND,2016VND,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ,,
Sử dụng dịch vụ,Công ty Cổ phần Căng dịch vụ Dầu khí Đình Vũ > Sử dụng dịch vụ,Sử dụng dịch vụ,54.260.225.905,33.816.136.666,54260225905.0,33816136666.0
Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,Công ty Cổ phần Logistics Căng Đà Nẵng,,
Sử dụng dịch vụ,Công ty Cổ phần Logistics Căng Đà Nẵng > Sử dụng dịch vụ,Sử dụng dịch vụ,317.680.000,392.998.909,317680000.0,392998909.0
Mua cổ phiếu,Công ty Cổ phần Logistics Căng Đà Nẵng > Mua cổ phiếu,Mua cổ phiếu,2.220.000.000,-,2220000000.0,
Cổ tức được chia,Công ty Cổ phần Logistics Căng Đà Nẵng > Cổ tức được chia,Cổ tức được chia,2.641.800.000,-,2641800000.0,
Công ty TNHH Tuyến Container T.S Hà Nội,Công ty TNHH Tuyến Container T.S Hà Nội,Công ty TNHH Tuyến Container T.S Hà Nội,Công ty TNHH Tuyến Container T.S Hà Nội,Công ty TNHH Tuyến Container T.S Hà Nội,,
Góp vốn,Công ty TNHH Tuyến Container T.S Hà Nội > Góp vốn,Góp vốn,2.002.500.000,-,2002500000.0,
Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,Thành viên Ban Giám đốc,,
Tiền lương và thường,Thành viên Ban Giám đốc > Tiền lương và thường,Tiền lương và thường,2.973.738.533,2.596.895.444,2973738533.0,2596895444.0
Thành viên Hội đồng Quản trị và Ban kiểm soát,Thành viên Hội đồng Quản trị và Ban kiểm soát,Thành viên Hội đồng Quản trị và Ban kiểm soát,Thành viên Hội đồng Quản trị và Ban kiểm soát,Thành viên Hội đồng Quản trị và Ban kiểm soát,,
Thù lao,Thành viên Hội đồng Quản trị và Ban kiểm soát > Thù lao,Thù lao,1.895.000.000,2.709.000.000,1895000000.0,2709000000.0
