row_label_raw,row_label_full,col_0,Chi phí đất trả trước VND,"Công cụ, dụng cụ và chi phí trả trước dài hạn khác VND",Tổng cộng VND,numeric__Chi phí đất trả trước VND,"numeric__Công cụ, dụng cụ và chi phí trả trước dài hạn khác VND",numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,435.498.003.288,25.855.219.135,461.353.222.423,435498003288.0,25855219135.0,461353222423.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,136.984.009.198,57.342.618.018,194.326.627.216,136984009198.0,57342618018.0,194326627216.0
Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,-,4.010.763.728,4.010.763.728,,4010763728.0,4010763728.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(15.799.906.062),(45.403.953.317),(61.203.859.379),-15799906062.0,-45403953317.0,-61203859379.0
Thanh lý,Thanh lý,Thanh lý,-,(896.296.579),(896.296.579),,-896296579.0,-896296579.0
Phân loại lại,Phân loại lại,Phân loại lại,(7.428.583.538),7.428.583.538,-,-7428583538.0,7428583538.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,549.253.522.886,48.336.934.523,597.590.457.409,549253522886.0,48336934523.0,597590457409.0
