row_label_raw,row_label_full,col_0,Số cổ phiếu phổ thông bình quân gia quyền,Lãi cơ bản trên cổ phiếu VND,numeric__Số cổ phiếu phổ thông bình quân gia quyền,numeric__Lãi cơ bản trên cổ phiếu VND
Số báo cáo trước đây,Số báo cáo trước đây,Số báo cáo trước đây,45.557.142,4.967,45557142.0,4967.0
Điều chỉnh cho ảnh hưởng của việc phân bổ lợi nhuận thuần vào quỹ khen thưởng và phúc lợi (Thuyết minh 3(r)),Điều chỉnh cho ảnh hưởng của việc phân bổ lợi nhuận thuần vào quỹ khen thưởng và phúc lợi (Thuyết minh 3(r)),Điều chỉnh cho ảnh hưởng của việc phân bổ lợi nhuận thuần vào quỹ khen thưởng và phúc lợi (Thuyết minh 3(r)),-,18,,18.0
Điều chỉnh cho ảnh hưởng của việc trả cổ tức bằng cổ phiếu tại ngày 8 tháng 12 năm 2017,Điều chỉnh cho ảnh hưởng của việc trả cổ tức bằng cổ phiếu tại ngày 8 tháng 12 năm 2017,Điều chỉnh cho ảnh hưởng của việc trả cổ tức bằng cổ phiếu tại ngày 8 tháng 12 năm 2017,4.555.162,(454),4555162.0,-454.0
Số điều chỉnh lại,Số điều chỉnh lại,Số điều chỉnh lại,50.112.304,4.531,50112304.0,4531.0
