row_label_raw,row_label_full,Ông Đỗ Hữu Hạ,Chủ tịch,numeric__Chủ tịch
Ông Đỗ Hữu Hậu,Ông Đỗ Hữu Hậu,Ông Đỗ Hữu Hậu,Thành viên,
Bà Nguyễn Thị Hà,Bà Nguyễn Thị Hà,Bà Nguyễn Thị Hà,Thành viên,
Ông Trần Mạnh Luân,Ông Trần Mạnh Luân,Ông Trần Mạnh Luân,Thành viên,
Bà Nguyễn Thị Thu Trang,Bà Nguyễn Thị Thu Trang,Bà Nguyễn Thị Thu Trang,Thành viên,
