row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng,1. Doanh thu bán hàng,1. Doanh thu bán hàng,01,,405.806.227.273,266.165.404.944,1.0,,405806227273.0,266165404944.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,-,2.109.090.909,2.0,,,2109090909.0
3. Doanh thu thuần về bán hàng(10= 01 - 02),3. Doanh thu thuần về bán hàng(10= 01 - 02),3. Doanh thu thuần về bán hàng(10= 01 - 02),10,17,405.806.227.273,264.056.314.035,10.0,17.0,405806227273.0,264056314035.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,18,348.181.216.803,200.990.449.239,11.0,18.0,348181216803.0,200990449239.0
5. Lợi nhuận gộp về bán hàng(20 = 10 - 11),5. Lợi nhuận gộp về bán hàng(20 = 10 - 11),5. Lợi nhuận gộp về bán hàng(20 = 10 - 11),20,,57.625.010.470,63.065.864.796,20.0,,57625010470.0,63065864796.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,19,5.870.512.354,173.337.399.939,21.0,19.0,5870512354.0,173337399939.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,20,15.106.597.585,8.385.210.110,22.0,20.0,15106597585.0,8385210110.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,14.274.229.987,8.374.640.273,23.0,,14274229987.0,8374640273.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,21,5.621.285.376,4.100.214.204,25.0,21.0,5621285376.0,4100214204.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,21,4.660.562.086,3.279.462.046,26.0,21.0,4660562086.0,3279462046.0
10. Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) - (25 + 26)},10. Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) - (25 + 26)},10. Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) - (25 + 26)},30,,38.107.077.777,220.638.378.375,30.0,,38107077777.0,220638378375.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,975.553.606,2.466.286.286,31.0,,975553606.0,2466286286.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,,-,35.024.677,32.0,,,35024677.0
13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),40,22,975.553.606,2.431.261.609,40.0,22.0,975553606.0,2431261609.0
14. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),50,,39.082.631.383,223.069.639.984,50.0,,39082631383.0,223069639984.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,23,6.402.731.973,9.245.442.657,51.0,23.0,6402731973.0,9245442657.0
16. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51),16. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51),60,,32.679.899.410,213.824.197.327,60.0,,32679899410.0,213824197327.0
