row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA GIÁM ĐỐC,BÁO CÁO CỦA GIÁM ĐỐC,BÁO CÁO CỦA GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO CỦA GIÁM ĐỐC > BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3,3.0
BÀNG CÂN ĐỐI KẾ TOÁN RIÊNG,BÀNG CÂN ĐỐI KẾ TOÁN RIÊNG,BÀNG CÂN ĐỐI KẾ TOÁN RIÊNG,4 - 5,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH RIÊNG,BÀNG CÂN ĐỐI KẾ TOÁN RIÊNG > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH RIÊNG,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH RIÊNG,6,6.0
BÁO CÁO LUƯU CHUYỄN TIỀN TỆ RIÊNG,BÁO CÁO LUƯU CHUYỄN TIỀN TỆ RIÊNG,BÁO CÁO LUƯU CHUYỄN TIỀN TỆ RIÊNG,7 - 8,
THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,9 - 31,
