row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốcVND,Số cuối năm > Giá trị ghi sổVND,Số đầu năm > Giá gốcVND,Số đầu năm > Giá trị ghi sổVND,numeric__Số cuối năm > Giá gốcVND,numeric__Số cuối năm > Giá trị ghi sổVND,numeric__Số đầu năm > Giá gốcVND,numeric__Số đầu năm > Giá trị ghi sổVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,36.000.000.000,36.000.000.000,91.690.000.000,91.690.000.000,36000000000.0,36000000000.0,91690000000.0,91690000000.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,36.000.000.000,36.000.000.000,91.690.000.000,91.690.000.000,36000000000.0,36000000000.0,91690000000.0,91690000000.0
Cộng,Cộng,Cộng,36.000.000.000,36.000.000.000,91.690.000.000,91.690.000.000,36000000000.0,36000000000.0,91690000000.0,91690000000.0
