row_label_raw,row_label_full,col_0,Số đầu năm(Trình bày lại),Số phải nộptrong năm,Số đã thực nộptrong năm,Số cuối năm,numeric__Số đầu năm(Trình bày lại),numeric__Số phải nộptrong năm,numeric__Số đã thực nộptrong năm,numeric__Số cuối năm
,,,VND,VND,VND,VND,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,49.601.622.326,49.601.622.326,-,,49601622326.0,49601622326.0,
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,-,87.456.605.148,87.456.605.148,-,,87456605148.0,87456605148.0,
Thuế thu nhập doanhnghiệp,Thuế thu nhập doanhnghiệp,Thuế thu nhập doanhnghiệp,1.423.626.660,6.402.731.973,7.048.626.083,777.732.550,1423626660.0,6402731973.0,7048626083.0,777732550.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,64.100.000,256.900.000,279.400.000,41.600.000,64100000.0,256900000.0,279400000.0,41600000.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,3.000.000,3.000.000,-,,3000000.0,3000000.0,
Cộng,Cộng,Cộng,1.487.726.660,143.720.859.447,144.389.253.557,819.332.550,1487726660.0,143720859447.0,144389253557.0,819332550.0
