row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng(Cổ phiếu),Số cuối năm > Giá trị(VND),Số đầu năm > Số lượng(Cổ phiếu),Số đầu năm > Giá trị(VND),numeric__Số cuối năm > Số lượng(Cổ phiếu),numeric__Số cuối năm > Giá trị(VND),numeric__Số đầu năm > Số lượng(Cổ phiếu),numeric__Số đầu năm > Giá trị(VND)
Cộng ty Cổ phần Tập đoàn Bấtdộng sản CRV,Cộng ty Cổ phần Tập đoàn Bấtdộng sản CRV,Cộng ty Cổ phần Tập đoàn Bấtdộng sản CRV,231.834.000,2.318.340.000.000,231.834.000,2.318.340.000.000,231834000.0,2318340000000.0,231834000.0,2318340000000.0
Cộng,Cộng,Cộng,231.834.000,2.318.340.000.000,231.834.000,2.318.340.000.000,231834000.0,2318340000000.0,231834000.0,2318340000000.0
