row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Công ty CP Đầu tư DV TC Hoàng Huy,Công ty CP Đầu tư DV TC Hoàng Huy,Công ty CP Đầu tư DV TC Hoàng Huy,Công ty CP Đầu tư DV TC Hoàng Huy,Công ty CP Đầu tư DV TC Hoàng Huy,,
"Mua hàng hóa, dịch vụ","Công ty CP Đầu tư DV TC Hoàng Huy > Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",60.000.000,60.000.000,60000000.0,60000000.0
Phân chia lợi nhuận từ hoạt động hợp tác kinh doanh,Công ty CP Đầu tư DV TC Hoàng Huy > Phân chia lợi nhuận từ hoạt động hợp tác kinh doanh,Phân chia lợi nhuận từ hoạt động hợp tác kinh doanh,-,45.846.145.739,,45846145739.0
Thanh lý hợp đồng hợp tác kinh doanh,Công ty CP Đầu tư DV TC Hoàng Huy > Thanh lý hợp đồng hợp tác kinh doanh,Thanh lý hợp đồng hợp tác kinh doanh,-,499.706.000.000,,499706000000.0
Công ty Cổ phần Đầu tư Dịch vụ Thành Nam,Công ty Cổ phần Đầu tư Dịch vụ Thành Nam,Công ty Cổ phần Đầu tư Dịch vụ Thành Nam,Công ty Cổ phần Đầu tư Dịch vụ Thành Nam,Công ty Cổ phần Đầu tư Dịch vụ Thành Nam,,
Thu hồi khoản đầu tư,Công ty Cổ phần Đầu tư Dịch vụ Thành Nam > Thu hồi khoản đầu tư,Thu hồi khoản đầu tư,-,288.000.000.000,,288000000000.0
Công ty TNHH Pruksa Việt Nam,Công ty TNHH Pruksa Việt Nam,Công ty TNHH Pruksa Việt Nam,Công ty TNHH Pruksa Việt Nam,Công ty TNHH Pruksa Việt Nam,,
Vay ngắn hạn,Công ty TNHH Pruksa Việt Nam > Vay ngắn hạn,Vay ngắn hạn,6.000.000.000,275.475.000.000,6000000000.0,275475000000.0
Trả tiền gốc vay,Công ty TNHH Pruksa Việt Nam > Trả tiền gốc vay,Trả tiền gốc vay,90.000.000.000,32.000.000.000,90000000000.0,32000000000.0
Lãi vay,Công ty TNHH Pruksa Việt Nam > Lãi vay,Lãi vay,13.220.916.300,8.374.640.273,13220916300.0,8374640273.0
Trả tiền lãi vay,Công ty TNHH Pruksa Việt Nam > Trả tiền lãi vay,Trả tiền lãi vay,17.889.070.272,3.706.486.301,17889070272.0,3706486301.0
Công ty CP Phát triển Dịch vụ Trường Giang,Công ty CP Phát triển Dịch vụ Trường Giang,Công ty CP Phát triển Dịch vụ Trường Giang,Công ty CP Phát triển Dịch vụ Trường Giang,Công ty CP Phát triển Dịch vụ Trường Giang,,
Thu hồi khoản đầu tư,Công ty CP Phát triển Dịch vụ Trường Giang > Thu hồi khoản đầu tư,Thu hồi khoản đầu tư,-,135.800.000.000,,135800000000.0
Công ty Cổ phần Phát triển Dịch vụ Hoàng Giang,Công ty Cổ phần Phát triển Dịch vụ Hoàng Giang,Công ty Cổ phần Phát triển Dịch vụ Hoàng Giang,Công ty Cổ phần Phát triển Dịch vụ Hoàng Giang,Công ty Cổ phần Phát triển Dịch vụ Hoàng Giang,,
Nhận cổ tức,Công ty Cổ phần Phát triển Dịch vụ Hoàng Giang > Nhận cổ tức,Nhận cổ tức,-,136.500.750.000,,136500750000.0
Công ty CP Tập đoàn Bất động sản CRV,Công ty CP Tập đoàn Bất động sản CRV,Công ty CP Tập đoàn Bất động sản CRV,Công ty CP Tập đoàn Bất động sản CRV,Công ty CP Tập đoàn Bất động sản CRV,,
Gốp vốn cổ phần,Công ty CP Tập đoàn Bất động sản CRV > Gốp vốn cổ phần,Gốp vốn cổ phần,-,2.318.335.000.000,,2318335000000.0
