row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2017VND,Giá trị giao dịch > 2016VND,Phải thu/(phải trả) tại ngày > 31/12/2017VND,Phải thu/(phải trả) tại ngày > 1/1/2017VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2017VND,numeric__Giá trị giao dịch > 2016VND,numeric__Phải thu/(phải trả) tại ngày > 31/12/2017VND,numeric__Phải thu/(phải trả) tại ngày > 1/1/2017VND
Công ty TNHH Một Thành viên Masan Brewery Distribution,Công ty TNHH Một Thành viên Masan Brewery Distribution,Công ty TNHH Một Thành viên Masan Brewery Distribution,Mua hàng hóa,395.205.600,491.267.362,-,-,,395205600.0,491267362.0,,
Công ty TNHH Một Thành viên Masan Brewery Distribution,Công ty TNHH Một Thành viên Masan Brewery Distribution,Công ty TNHH Một Thành viên Masan Brewery Distribution,Bán hàng hóa,39.831.648,784.580,10.614.490,-,,39831648.0,784580.0,10614490.0,
Công ty TNHH Một Thành viên Masan Brewery Distribution,Công ty TNHH Một Thành viên Masan Brewery Distribution,Công ty TNHH Một Thành viên Masan Brewery Distribution,Phí hỗ trợ quản lý,42.212.820.014,28.990.613.560,46.467.302.338,31.752.716.796,,42212820014.0,28990613560.0,46467302338.0,31752716796.0
Công ty TNHH Một Thành viên Masan Brewery HG,Công ty TNHH Một Thành viên Masan Brewery HG,Công ty TNHH Một Thành viên Masan Brewery HG,Bán hàng hóa,35.465.044,27.771.151,-,6.107.257,,35465044.0,27771151.0,,6107257.0
Công ty TNHH Một Thành viên Masan Brewery HG,Công ty TNHH Một Thành viên Masan Brewery HG,Công ty TNHH Một Thành viên Masan Brewery HG,Phí hỗ trợ quản lý,1.733.359.174,3.479.025.230,1.906.695.091,3.826.927.753,,1733359174.0,3479025230.0,1906695091.0,3826927753.0
Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Bán hàng hóa,81.527.481,-,-,-,,81527481.0,,,
Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Phí hỗ trợ quản lý,22.385.193.556,-,22.576.228.130,-,,22385193556.0,,22576228130.0,
Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Bán hàng hóa,163.992.600,-,-,-,,163992600.0,,,
Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Phí hỗ trợ quản lý,19.162.415.771,-,20.198.243.738,-,,19162415771.0,,20198243738.0,
Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thù lao trả cho thành viên quản lý chủ chốt (*),22.505.992.606,29.984.910.463,-,-,,22505992606.0,29984910463.0,,
