row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2017VND,Giá trị giao dịch > 2016VND,Phải thu/(phải trả) tại ngày > 31/12/2017VND,Phải thu/(phải trả) tại ngày > 1/1/2017VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2017VND,numeric__Giá trị giao dịch > 2016VND,numeric__Phải thu/(phải trả) tại ngày > 31/12/2017VND,numeric__Phải thu/(phải trả) tại ngày > 1/1/2017VND
Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Mua hàng hóa,542.711.441.650,956.987.322.695,(178.743.996.256),(293.403.208.653),,542711441650.0,956987322695.0,-178743996256.0,-293403208653.0
Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Bán hàng hóa,8.034.292.370,19.777.683.529,-,-,,8034292370.0,19777683529.0,,
Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Phân phối lợi nhuận (**),-,-,-,209.362.343.040,,,,,209362343040.0
Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,Bán hàng hóa,14.658.176.371,14.955.550.322,-,-,,14658176371.0,14955550322.0,,
Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,Mua hàng hóa,725.417.798.671,935.445.127.484,(103.660.354.580),(32.291.494.140),,725417798671.0,935445127484.0,-103660354580.0,-32291494140.0
Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,Bán tài sản cố định,-,41.221.616,-,-,,,41221616.0,,
Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,Phân phối lợi nhuận (**),-,-,-,83.077.588.453,,,,,83077588453.0
Công ty Cổ phần Ma San PQ,Công ty Cổ phần Ma San PQ,Công ty Cổ phần Ma San PQ,Bán hàng hóa,2.509.472,3.734.305,-,1.510.898.062,,2509472.0,3734305.0,,1510898062.0
Công ty Cổ phần Ma San PQ,Công ty Cổ phần Ma San PQ,Công ty Cổ phần Ma San PQ,Bán tài sản cố định,-,16.488.646,-,-,,,16488646.0,,
Công ty Cổ phần Ma San PQ,Công ty Cổ phần Ma San PQ,Công ty Cổ phần Ma San PQ,Mua hàng hóa,1.748.200,7.799.600,-,-,,1748200.0,7799600.0,,
Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Bán hàng hóa,350.910.756,605.977.708,208.000.020,666.575.479,,350910756.0,605977708.0,208000020.0,666575479.0
Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Mua hàng hóa,73.413.427.890,-,-,-,,73413427890.0,,,
Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Trả trước tiền hàng,18.531.591.916,-,18.531.591.916,-,,18531591916.0,,18531591916.0,
Công ty TNHH Một Thành viên Masan Beverage,Công ty TNHH Một Thành viên Masan Beverage,Công ty TNHH Một Thành viên Masan Beverage,Phân phối lợi nhuận (***),1.200.921.084.000,-,1.200.921.084.000,-,,1200921084000.0,,1200921084000.0,
Công ty TNHH Một Thành viên Masan Beverage,Công ty TNHH Một Thành viên Masan Beverage,Công ty TNHH Một Thành viên Masan Beverage,Góp vốn,688.000.000.000,-,-,-,,688000000000.0,,,
Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Bán hàng hóa,50.224.165.565,52.836.007.262,3.870.083.455,6.078.604.247,,50224165565.0,52836007262.0,3870083455.0,6078604247.0
Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Bán tài sản cố định,-,9.743.291,-,-,,,9743291.0,,
Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Mua hàng hóa,411.007.822,1.163.846.614,-,-,,411007822.0,1163846614.0,,
Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Phí hỗ trợ quản lý,159.438.082.170,151.605.481.211,87.828.531.406,105.559.512.066,,159438082170.0,151605481211.0,87828531406.0,105559512066.0
