row_label_raw,row_label_full,col_0,Mãsố,2017VND,2016VND,numeric__Mãsố,numeric__2017VND,numeric__2016VND
LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ,,,
Tiền chi mua tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua tài sản cố định và tài sản dài hạn khác,Tiền chi mua tài sản cố định và tài sản dài hạn khác,21,(4.866.048.925),(31.962.539.433),21.0,-4866048925.0,-31962539433.0
Tiền thu từ thanh lý tài sản cố định và chi phí xây dựng cơ bản dở dang,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định và chi phí xây dựng cơ bản dở dang,Tiền thu từ thanh lý tài sản cố định và chi phí xây dựng cơ bản dở dang,22,250.000.000,2.994.089.006,22.0,250000000.0,2994089006.0
Tiền chi cho vay,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay,Tiền chi cho vay,23,(4.954.405.000.000),(3.559.078.712.592),23.0,-4954405000000.0,-3559078712592.0
Tiền thu hồi các khoản cho vay,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi các khoản cho vay,Tiền thu hồi các khoản cho vay,24,-,6.735.714.068.000,24.0,,6735714068000.0
Gửi tiền gửi ngân hàng có kỳ hạn,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Gửi tiền gửi ngân hàng có kỳ hạn,Gửi tiền gửi ngân hàng có kỳ hạn,23,(746.193.720.000),(27.675.348.841.175),23.0,-746193720000.0,-27675348841175.0
Rút tiền gửi ngân hàng có kỳ hạn,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Rút tiền gửi ngân hàng có kỳ hạn,Rút tiền gửi ngân hàng có kỳ hạn,24,2.021.966.841.175,26.395.400.000.000,24.0,2021966841175.0,26395400000000.0
Tiền chi đầu tư góp vốn vào các công ty con,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư góp vốn vào các công ty con,Tiền chi đầu tư góp vốn vào các công ty con,25,(885.500.000.000),(976.471.500.000),25.0,-885500000000.0,-976471500000.0
Tiền thu lãi và lợi nhuận được phân phối,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi và lợi nhuận được phân phối,Tiền thu lãi và lợi nhuận được phân phối,27,3.084.663.803.930,2.687.221.202.240,27.0,3084663803930.0,2687221202240.0
Lưu chuyển tiền thuần từ các hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ các hoạt động đầu tư,Lưu chuyển tiền thuần từ các hoạt động đầu tư,30,(1.484.084.123.820),3.578.467.766.046,30.0,-1484084123820.0,3578467766046.0
