row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2017VND,Giá trị giao dịch > 2016VND,Phải thu/(phải trả) tại ngày > 31/12/2017VND,Phải thu/(phải trả) tại ngày > 1/1/2017VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2017VND,numeric__Giá trị giao dịch > 2016VND,numeric__Phải thu/(phải trả) tại ngày > 31/12/2017VND,numeric__Phải thu/(phải trả) tại ngày > 1/1/2017VND
Công ty Cổ phần Sản xuấtThương mại CDN,Công ty Cổ phần Sản xuấtThương mại CDN,Công ty Cổ phần Sản xuấtThương mại CDN,Bán hàng hóa,2.458.106,3.609.821,-,2.082.020,,2458106.0,3609821.0,,2082020.0
Công ty Cổ phần Sản xuấtThương mại CDN,Công ty Cổ phần Sản xuấtThương mại CDN,Công ty Cổ phần Sản xuấtThương mại CDN,Mua hàng hóa,25.800.000,623.341.390,-,-,,25800000.0,623341390.0,,
Công ty TNHH Một Thànhviên Masan MB,Công ty TNHH Một Thànhviên Masan MB,Công ty TNHH Một Thànhviên Masan MB,Bán hàng hóa,88.143.951.789,97.569.181.152,-,-,,88143951789.0,97569181152.0,,
Công ty TNHH Một Thànhviên Masan MB,Công ty TNHH Một Thànhviên Masan MB,Công ty TNHH Một Thànhviên Masan MB,Bán tài sản cố định,-,199.362.726,-,-,,,199362726.0,,
Công ty TNHH Một Thànhviên Masan MB,Công ty TNHH Một Thànhviên Masan MB,Công ty TNHH Một Thànhviên Masan MB,Mua hàng hóa,2.021.112.842.168,2.394.555.820.788,(19.950.867.204),(978.486.498.095),,2021112842168.0,2394555820788.0,-19950867204.0,-978486498095.0
Công ty TNHH Một Thànhviên Masan MB,Công ty TNHH Một Thànhviên Masan MB,Công ty TNHH Một Thànhviên Masan MB,Phân phối lợi nhuận (**),-,-,-,994.628.461.727,,,,,994628461727.0
Công ty Cổ phần Thực phẩmDinh dưỡng Sài Gòn,Công ty Cổ phần Thực phẩmDinh dưỡng Sài Gòn,Công ty Cổ phần Thực phẩmDinh dưỡng Sài Gòn,Mua hàng hóa,151.166.693.876,14.042.928.191,(9.636.224.394),(4.014.833.237),,151166693876.0,14042928191.0,-9636224394.0,-4014833237.0
Công ty Cổ phần Thực phẩmDinh dưỡng Sài Gòn,Công ty Cổ phần Thực phẩmDinh dưỡng Sài Gòn,Công ty Cổ phần Thực phẩmDinh dưỡng Sài Gòn,Bán hàng hóa,1.806.328.808,743.079.942,-,-,,1806328808.0,743079942.0,,
Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Mua hàng hóa,754.531.022,22.863.369,-,-,,754531022.0,22863369.0,,
Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Bán hàng hóa,17.244.889.254,21.437.933.775,-,3.259.383.364,,17244889254.0,21437933775.0,,3259383364.0
Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Phí hỗ trợ quản lý,41.389.312.688,34.194.312.391,19.654.007.992,37.613.743.630,,41389312688.0,34194312391.0,19654007992.0,37613743630.0
Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Bán hàng hóa,64.232.422,47.844.291,-,-,,64232422.0,47844291.0,,
Masan Consumer (Thailand)Limited,Masan Consumer (Thailand)Limited,Masan Consumer (Thailand)Limited,Bán hàng hóa,18.163.278.771,-,18.163.278.771,-,,18163278771.0,,18163278771.0,
Các bên liên quan khácCông ty TNHH Một Thànhviên Masan Brewery PY,Các bên liên quan khácCông ty TNHH Một Thànhviên Masan Brewery PY,Các bên liên quan khácCông ty TNHH Một Thànhviên Masan Brewery PY,Bán hàng hóa,15.451.254,30.498.268,-,5.644.586,,15451254.0,30498268.0,,5644586.0
