row_label_raw,row_label_full,Bên cho vay,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2024_1,Kỳ hạn trả gốc và lãi,Lãi suất,Hình thức đảm bảo,numeric__Ngày 31 tháng 12 năm 2024,numeric__Ngày 31 tháng 12 năm 2024_1,numeric__Kỳ hạn trả gốc và lãi,numeric__Lãi suất,numeric__Hình thức đảm bảo
Bên cho vay,Bên cho vay,Bên cho vay,VND,Nguyên tệ (EUR),Kỳ hạn trả gốc và lãi,Lãi suất,Hình thức đảm bảo,,,,,
Ngân hàng TNHH MTV Woori Việt Nam – Hội sở chính,Bên cho vay > Ngân hàng TNHH MTV Woori Việt Nam – Hội sở chính,Ngân hàng TNHH MTV Woori Việt Nam – Hội sở chính,631.521.156.980,,- Khoàn vay có kỳ hạn 10 năm. Gốc vay trả 3 tháng với ngày thanh toán gần nhất là ngày 27 tháng 2 năm 2025. Lãi vay được thanh toán hàng tháng,"Lãi suất khoản vay bằng lãi suất tham chiếu cộng 0,3%/năm",(i),631521156980.0,,,,
Trong đó: Vay dài hạn đến hạn trả,Bên cho vay > Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,97.155.780.000,,- Khoàn vay có kỳ hạn 10 năm. Gốc vay trả 3 tháng với ngày thanh toán gần nhất là ngày 27 tháng 2 năm 2025. Lãi vay được thanh toán hàng tháng,"Lãi suất trong năm dao động từ 4,98% - 5,25%/năm",(i),97155780000.0,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Ba Đình,Bên cho vay > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Ba Đình,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Ba Đình,30.400.000.000,,- Kì hạn vay cho mỗi khế ước nhận nợ tối đa 13 năm với khế ước cuối cùng đáo hạn vào ngày 1 tháng 6 năm 2034. Gốc vay và lãi trả hàng quý,"Lãi suất cơ sở cộng với biên độ 2,2%/năm",(ii),30400000000.0,,,,
Trong đó: Vay dài hạn đến hạn trả,Bên cho vay > Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,3.200.000.000,,- Kì hạn vay cho mỗi khế ước nhận nợ tối đa 13 năm với khế ước cuối cùng đáo hạn vào ngày 1 tháng 6 năm 2034. Gốc vay và lãi trả hàng quý,"Lãi suất trong năm dao động từ 7,5% - 8,1%/năm",(ii),3200000000.0,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Ba Đình,Bên cho vay > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Ba Đình,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Ba Đình,777.400.000.000,,- Kỳ hạn vay cho mỗi khế ước nhận nợ tối đa 15 năm với khế ước cuối cùng đáo hạn vào ngày 31 tháng 1 năm 2033. Gốc vay và lãi vay trả hàng quý,"Lãi suất cơ sở cộng với biên độ 2,6%/năm",(iii),777400000000.0,,,,
Trong đó: Vay dài hạn đến hạn trả,Bên cho vay > Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,69.800.000.000,,- Kỳ hạn vay cho mỗi khế ước nhận nợ tối đa 15 năm với khế ước cuối cùng đáo hạn vào ngày 31 tháng 1 năm 2033. Gốc vay và lãi vay trả hàng quý,"Lãi suất trong năm là 6,9% - 7,8%/năm",(iii),69800000000.0,,,,
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Đông Anh,Bên cho vay > Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Đông Anh,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Đông Anh,338.500.000.000,,- Gốc đáo hạn từ ngày 27 tháng 3 năm 2025 đến 27 tháng 6 năm 2030 lãi trả hàng năm,"Lãi suất huy động tiết kiệm cá nhân kỳ hạn 12 tháng trả sau do Ngân hàng công bố cộng với biên độ 2,5%/năm",(iv),338500000000.0,,,,
Trong đó: Vay dài hạn đến hạn trả,Bên cho vay > Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,49.100.000.000,,- Gốc đáo hạn từ ngày 27 tháng 3 năm 2025 đến 27 tháng 6 năm 2030 lãi trả hàng năm,"Lãi suất trong năm dao động từ 7,2% - 7,3%/năm",(iv),49100000000.0,,,,
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Tây Hà Nội,Bên cho vay > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Tây Hà Nội,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Tây Hà Nội,361.450.000.000,,- Gốc thanh toán 3 tháng/lần với lần thanh toán cuối cùng ngày 25 tháng,"Lãi suất 8,9%/năm từ ngày giải ngân đến ngày 25 tháng 1 năm 2025. Từ ngày 25 tháng 1 năm 2025, lãi suất bằng lãi suất cơ sở cộng với biên độ 2,6%/năm",(v),361450000000.0,,,,
Trong đó: Vay dài hạn đến hạn trả,Bên cho vay > Trong đó: Vay dài hạn đến hạn trả,Trong đó: Vay dài hạn đến hạn trả,62.840.000.000,,- 8 năm 2030. Lãi trả hàng tháng,"Lãi suất trong năm dao động từ 7,3% - 8,9%/năm",(v),62840000000.0,,,,
