row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Dự án Khu đô thị Linh Trung,Dự án Khu đô thị Linh Trung,Dự án Khu đô thị Linh Trung,490.291.988.693,490.291.988.693,490291988693.0,490291988693.0
Khách sạn thuộc Dự án Bảo Đại,Khách sạn thuộc Dự án Bảo Đại,Khách sạn thuộc Dự án Bảo Đại,198.462.137.167,191.757.000.905,198462137167.0,191757000905.0
"Dự án thủy điện Sơn Linh, Sơn Nham","Dự án thủy điện Sơn Linh, Sơn Nham","Dự án thủy điện Sơn Linh, Sơn Nham",59.872.363.915,50.048.609.718,59872363915.0,50048609718.0
Dự án An Khánh - An Thượng,Dự án An Khánh - An Thượng,Dự án An Khánh - An Thượng,44.927.168.632,44.927.168.632,44927168632.0,44927168632.0
Các dự án khác,Các dự án khác,Các dự án khác,16.506.614.895,16.968.346.336,16506614895.0,16968346336.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,810.060.273.302,793.993.114.284,810060273302.0,793993114284.0
