row_label_raw,row_label_full,Số đầu năm > Giá trị đồng thời là số có khả năng trả nợ,Số phát sinh trong năm > Tăng,Số phát sinh trong năm > Giảm,Đơn vị tính: VND Số cuối năm > Giá trị đồng thời là số có khả năng trả nợ,numeric__Số phát sinh trong năm > Tăng,numeric__Số phát sinh trong năm > Giảm,numeric__Đơn vị tính: VND Số cuối năm > Giá trị đồng thời là số có khả năng trả nợ
569.537.516.227,569.537.516.227,569.537.516.227,596.099.083.908,(571.676.207.986),593.960.392.149,596099083908.0,-571676207986.0,593960392149.0
55.587.359.454,55.587.359.454,55.587.359.454,23.658.136.380,(42.250.000.000),36.995.495.834,23658136380.0,-42250000000.0,36995495834.0
625.124.875.681,625.124.875.681,625.124.875.681,619.757.220.288,(613.926.207.986),630.955.887.983,619757220288.0,-613926207986.0,630955887983.0
4.797.455.736.838,4.797.455.736.838,4.797.455.736.838,1.463.487.755,(596.099.083.908),4.202.820.140.685,1463487755.0,-596099083908.0,4202820140685.0
3.464.023.000,3.464.023.000,3.464.023.000,-,(3.464.023.000),-,,-3464023000.0,
-,-,-,50.234.033.000,-,50.234.033.000,50234033000.0,,50234033000.0
4.800.919.759.838,4.800.919.759.838,4.800.919.759.838,51.697.520.755,(599.563.106.908),4.253.054.173.685,51697520755.0,-599563106908.0,4253054173685.0
