row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. LƯU CHUYỀN TIỀN TỪ' HOẠT ĐỘNG TẢI CHÍNH,,,,,,,
31,31,31,"Tiền thu từ phát hành cổ phiếu và tái phát hành cổ phiếu quỹ, nhận vốn góp của chủ sở hữu",,-,245.380.000,,,,245380000.0
32,32,32,Tiền trả lại vốn góp cho các chủ sở hữu,,(187.209.999),-,,,-187209999.0,
33,33,33,Tiền thu từ đi vay,,70.234.033.000,599.112.719.164,,,70234033000.0,599112719164.0
34,34,34,Tiền trả nợ gốc vay,,(617.390.230.986),(1.324.773.610.589),,,-617390230986.0,-1324773610589.0
36,36,36,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(286.055.586.500),(133.703.126.280),,,-286055586500.0,-133703126280.0
40,40,40,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,,(833.398.994.485),(859.118.637.705),,,-833398994485.0,-859118637705.0
50,50,50,Lưu chuyển tiền thuần trong năm,,100.562.810.641,(391.657.750.358),,,100562810641.0,-391657750358.0
60,60,60,Tiền và các khoản tương đương tiền đầu năm,,245.549.342.427,694.458.293.386,,,245549342427.0,694458293386.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(13.795.385.486),(57.251.200.601),,,-13795385486.0,-57251200601.0
70,70,70,Tiền và các khoản tương đương tiền cuối năm,4,332.316.767.582,245.549.342.427,,4.0,332316767582.0,245549342427.0
