row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty có chung thành viên HĐQT,Trả cổ tức bằng tiền,71.328.800.000,67.996.582.000,,,71328800000.0,67996582000.0
Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty có chung thành viên HĐQT,Thanh toán gốc vay,-,370.666.666.000,,,,370666666000.0
Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty có chung thành viên HĐQT,Lãi vay phải trả,-,22.488.168.485,,,,22488168485.0
Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty có chung thành viên HĐQT,Lãi vay đã trả,-,27.058.031.372,,,,27058031372.0
Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty Cổ phần Đầu tư An Lạc,Công ty có chung thành viên HĐQT,Trả cổ tức bằng cổ phần,6.682.500.000,30.847.180.000,,,6682500000.0,30847180000.0
Ông Lê Xuân Long,Ông Lê Xuân Long,Ông Lê Xuân Long,Ủy viên HĐQT,Doanh thu từ chuyển nhượng BĐS,6.901.893.176,7.313.403.873,,,6901893176.0,7313403873.0
Ông Phạm Hồng Hiếu,Ông Phạm Hồng Hiếu,Ông Phạm Hồng Hiếu,Kế toán trưởng,Doanh thu chuyển nhượng BĐS,7.941.673.931,-,,,7941673931.0,
Ông Hoàng Đình Hùng,Ông Hoàng Đình Hùng,Ông Hoàng Đình Hùng,Thành viên HĐQT từ ngày 27 tháng 4 năm 2024,Doanh thu chuyển nhượng BĐS,7.496.479.375,-,,,7496479375.0,
Nguyễn Thị Xuân Lan,Nguyễn Thị Xuân Lan,Nguyễn Thị Xuân Lan,Người có mối quan hệ gia đình mật thiết với thành viên HĐQT,Thu tiền chuyển nhượng bất động sản,-,31.132.647.000,,,,31132647000.0
Nguyễn Thị Xuân Lan,Nguyễn Thị Xuân Lan,Nguyễn Thị Xuân Lan,Người có mối quan hệ gia đình mật thiết với thành viên HĐQT,Doanh thu từ chuyển nhượng BĐS,-,98.563.311.457,,,,98563311457.0
Ông Nguyễn Trọng Thông,Ông Nguyễn Trọng Thông,Ông Nguyễn Trọng Thông,Chủ tịch HĐQT tới ngày 3 tháng 10 năm 2024,Doanh thu từ chuyển nhượng BĐS,-,11.883.562.474,,,,11883562474.0
Ông Nguyễn Trọng Minh,Ông Nguyễn Trọng Minh,Ông Nguyễn Trọng Minh,Phó Chủ tịch HĐQT kiểm Tổng Giám đốc,Hoàn ứng,16.100.768.000,49.686.852.000,,,16100768000.0,49686852000.0
Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Phó Tổng Giám đốc,Doanh thu chuyển nhượng BĐS,10.701.167.659,-,,,10701167659.0,
Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Phó Tổng Giám đốc,Nộp tiền mua bất động sản,-,4.611.200.000,,,,4611200000.0
