row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp/cấn trừ trong năm,Số đã nộp trong năm,Đơn vị tính: VND,numeric__Số đầu năm,numeric__Số phải nộp/cấn trừ trong năm,numeric__Số đã nộp trong năm,numeric__Đơn vị tính: VND
Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,
Thuế giá trị gia tăng,Phải nộp > Thuế giá trị gia tăng,Thuế giá trị gia tăng,26.029.104.147,196.860.164.596,(196.048.518.596),26.840.750.147,26029104147.0,196860164596.0,-196048518596.0,26840750147.0
Thuế thu nhập doanh nghiệp,Phải nộp > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,51.722.506.502,119.874.226.939,(114.936.490.087),56.660.243.354,51722506502.0,119874226939.0,-114936490087.0,56660243354.0
Thuế thu nhập cá nhân,Phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,10.493.780.547,14.119.294.080,(23.303.062.884),1.310.011.743,10493780547.0,14119294080.0,-23303062884.0,1310011743.0
Thuế tài nguyên,Phải nộp > Thuế tài nguyên,Thuế tài nguyên,6.516.709.562,123.172.921.243,(112.722.486.290),16.967.144.515,6516709562.0,123172921243.0,-112722486290.0,16967144515.0
Thuế và các khoản phải nộp Nhà nước khác,Phải nộp > Thuế và các khoản phải nộp Nhà nước khác,Thuế và các khoản phải nộp Nhà nước khác,655.410.224,29.739.320.593,(28.995.341.940),1.399.388.877,655410224.0,29739320593.0,-28995341940.0,1399388877.0
TỔNG CỘNG,Phải nộp > TỔNG CỘNG,TỔNG CỘNG,95.417.510.982,483.765.927.451,(476.005.899.797),103.177.538.636,95417510982.0,483765927451.0,-476005899797.0,103177538636.0
