row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm
Phải trả các bên khác,Phải trả các bên khác,Phải trả các bên khác,38.428.054.889,73.485.982.527,38428054889.0,73485982527.0
Công ty Enercon GmbH,Công ty Enercon GmbH,Công ty Enercon GmbH,-,11.253.864.000,,11253864000.0
Công ty TNHH Enercon Vietnam,Công ty TNHH Enercon Vietnam,Công ty TNHH Enercon Vietnam,-,10.400.734.619,,10400734619.0
Phải trả đối tượng khác,Phải trả đối tượng khác,Phải trả đối tượng khác,38.428.054.889,51.831.383.908,38428054889.0,51831383908.0
Phải trả ngắn hạn các bên liên quan(Thuyết minh số 31.2),Phải trả ngắn hạn các bên liên quan(Thuyết minh số 31.2),Phải trả ngắn hạn các bên liên quan(Thuyết minh số 31.2),2.019.545.459,2.019.545.459,2019545459.0,2019545459.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,40.447.600.348,75.505.527.986,40447600348.0,75505527986.0
