row_label_raw,row_label_full,Năm trước > Số đầu năm,Vốn cổ phần đã phát hành > Năm trước > 2.446.058.980.000,Thặng dư vốn cổ phần > Năm trước > 374.867.728.679,Chênh lệch tỷ giá hối đoái > Năm trước > (163.791.048.417),Quỹ đầu tư phát triển > Năm trước > 17.595.337.214,Vốn khác của chủ sở hữu > Năm trước > 287.862.064.814,Lợi nhuận sau thuế chưa phân phối > Năm trước > 2.340.643.775.792,Lợi ích của cổ đông không kiểm soát > Năm trước > 1.244.774.709.933,Đơn vị tính: VND Tổng cộng > Năm trước > 6.548.011.548.015,numeric__Vốn cổ phần đã phát hành > Năm trước > 2.446.058.980.000,numeric__Thặng dư vốn cổ phần > Năm trước > 374.867.728.679,numeric__Chênh lệch tỷ giá hối đoái > Năm trước > (163.791.048.417),numeric__Quỹ đầu tư phát triển > Năm trước > 17.595.337.214,numeric__Vốn khác của chủ sở hữu > Năm trước > 287.862.064.814,numeric__Lợi nhuận sau thuế chưa phân phối > Năm trước > 2.340.643.775.792,numeric__Lợi ích của cổ đông không kiểm soát > Năm trước > 1.244.774.709.933,numeric__Đơn vị tính: VND Tổng cộng > Năm trước > 6.548.011.548.015
- Chia cổ tức bằng tiền,- Chia cổ tức bằng tiền,- Chia cổ tức bằng tiền,-,-,-,-,-,-,(128.167.900.913),(128.167.900.913),,,,,,,-128167900913.0,-128167900913.0
- Chia cổ tức bằng cổ phiếu,- Chia cổ tức bằng cổ phiếu,- Chia cổ tức bằng cổ phiếu,611.509.430.000,-,-,-,-,(611.509.430.000),-,-,611509430000.0,,,,,-611509430000.0,,
- Lợi nhuận thuần trong kỳ,- Lợi nhuận thuần trong kỳ,- Lợi nhuận thuần trong kỳ,-,-,-,-,-,665.078.031.091,201.213.330.853,866.291.361.944,,,,,,665078031091.0,201213330853.0,866291361944.0
- Chênh lệch tỷ giá hối đoái do việc quy đổi các hoạt động ở nước ngoài,- Chênh lệch tỷ giá hối đoái do việc quy đổi các hoạt động ở nước ngoài,- Chênh lệch tỷ giá hối đoái do việc quy đổi các hoạt động ở nước ngoài,-,-,(57.251.200.601),-,-,-,-,(57.251.200.601),,,-57251200601.0,,,,,-57251200601.0
- Tăng tỷ lệ sở hữu trong công ty con,- Tăng tỷ lệ sở hữu trong công ty con,- Tăng tỷ lệ sở hữu trong công ty con,-,-,-,-,-,-,(381.055.000),(381.055.000),,,,,,,-381055000.0,-381055000.0
- Cổ đông không kiểm soát góp vốn,- Cổ đông không kiểm soát góp vốn,- Cổ đông không kiểm soát góp vốn,-,-,-,-,-,-,245.380.000,245.380.000,,,,,,,245380000.0,245380000.0
- Thay đổi khác,- Thay đổi khác,- Thay đổi khác,-,-,-,5.921.498.672,-,-,(5.921.498.672),-,,,,5921498672.0,,,-5921498672.0,
Số cuối năm,Số cuối năm,Số cuối năm,3.057.568.410.000,374.867.728.679,(221.042.249.018),23.516.835.886,287.862.064.814,2.394.212.376.883,1.311.762.966.201,7.228.748.133.445,3057568410000.0,374867728679.0,-221042249018.0,23516835886.0,287862064814.0,2394212376883.0,1311762966201.0,7228748133445.0
