row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Đơn vị tính: VND > Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Vốn đã góp của chủ sở hữu,Vốn đã góp của chủ sở hữu,Vốn đã góp của chủ sở hữu,,,,
Số đầu năm,Vốn đã góp của chủ sở hữu > Số đầu năm,Số đầu năm,3.057.568.410.000,2.446.058.980.000,3057568410000.0,2446058980000.0
Trả cổ tức bằng cổ phiếu,Vốn đã góp của chủ sở hữu > Trả cổ tức bằng cổ phiếu,Trả cổ tức bằng cổ phiếu,305.746.880.000,611.509.430.000,305746880000.0,611509430000.0
Số cuối năm,Vốn đã góp của chủ sở hữu > Số cuối năm,Số cuối năm,3.363.315.290.000,3.057.568.410.000,3363315290000.0,3057568410000.0
Cổ tức đã chia,Vốn đã góp của chủ sở hữu > Cổ tức đã chia,Cổ tức đã chia,458.625.300.500,611.509.430.000,458625300500.0,611509430000.0
