row_label_raw,row_label_full,col_0,Tài sản,Tài sản_1,Công nợ,Công nợ_1,numeric__Tài sản,numeric__Tài sản_1,numeric__Công nợ,numeric__Công nợ_1
,,,Số cuối nămVND,Số đầu nămVND,Số cuối nămVND,Số đầu nămVND,,,,
"United States Dollar (""USD"")","United States Dollar (""USD"")","United States Dollar (""USD"")",668.052.636.224,885.697.435.170,1.163.984.784.110,1.051.006.985.493,668052636224.0,885697435170.0,1163984784110.0,1051006985493.0
"Euro (""EUR"")","Euro (""EUR"")","Euro (""EUR"")",9.306.727,9.910.079,-,-,9306727.0,9910079.0,,
"Na Uy Krone (""NOK"")","Na Uy Krone (""NOK"")","Na Uy Krone (""NOK"")",-,-,-,39.605.720,,,,39605720.0
"Đô la Singapore (""SGD"")","Đô la Singapore (""SGD"")","Đô la Singapore (""SGD"")",-,-,660.845.425,39.602.838,,,660845425.0,39602838.0
"Yên Nhật (""JPY"")","Yên Nhật (""JPY"")","Yên Nhật (""JPY"")",-,-,2.024.653.016,228.562.971,,,2024653016.0,228562971.0
