row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,23,2.960.874.212.087,2.409.328.397.635,,1.0,23.0,2960874212087.0,2409328397635.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,2.960.874.212.087,2.409.328.397.635,,10.0,,2960874212087.0,2409328397635.0
3.,3.,3.,Giá vốn hàng bán và cung cấp dịch vụ,11,24,2.485.325.639.373,2.036.212.869.164,,11.0,24.0,2485325639373.0,2036212869164.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,475.548.572.714,373.115.528.471,,20.0,,475548572714.0,373115528471.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,26,159.295.653.381,185.915.721.811,,21.0,26.0,159295653381.0,185915721811.0
6.,6.,6.,Chi phí tài chính,22,27,43.801.243.096,(5.196.927.528),,22.0,27.0,43801243096.0,-5196927528.0
,,,- Trong đó: Chi phí lãi vay,23,,56.952.082.352,43.569.702.907,,23.0,,56952082352.0,43569702907.0
7.,7.,7.,Chi phí quản lý doanh nghiệp,26,28,101.742.346.847,77.325.056.116,,26.0,28.0,101742346847.0,77325056116.0
8.,8.,8.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-26),30,,489.300.636.152,486.903.121.694,,30.0,,489300636152.0,486903121694.0
9.,9.,9.,Thu nhập khác,31,,89.707.151.149,2.408.020.835,,31.0,,89707151149.0,2408020835.0
10.,10.,10.,Chi phí khác,32,,276.690.000,906.822.553,,32.0,,276690000.0,906822553.0
11.,11.,11.,Lợi nhuận khác (40=31-32),40,29,89.430.461.149,1.501.198.282,,40.0,29.0,89430461149.0,1501198282.0
12.,12.,12.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,578.731.097.301,488.404.319.976,,50.0,,578731097301.0,488404319976.0
13.,13.,13.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,30,91.874.522.557,109.440.234.690,,51.0,30.0,91874522557.0,109440234690.0
14.,14.,14.,Chi phí/(thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,30,3.625.425.456,(14.013.077.139),,52.0,30.0,3625425456.0,-14013077139.0
15.,15.,15.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,483.231.149.288,392.977.162.425,,60.0,,483231149288.0,392977162425.0
