row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRÀ,300,,3.375.038.301.453,3.073.615.781.570,,300.0,,3375038301453.0,3073615781570.0
I.,I.,I.,Nợ ngắn hạn,310,,1.501.488.217.597,1.179.200.218.689,,310.0,,1501488217597.0,1179200218689.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,14,464.555.767.038,357.956.511.440,,311.0,14.0,464555767038.0,357956511440.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,5.258.563.387,2.239.780,,312.0,,5258563387.0,2239780.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,15,39.509.500.612,82.526.354.075,,313.0,15.0,39509500612.0,82526354075.0
4.,4.,4.,Phải trả người lao động,314,,110.985.122.516,93.619.330.198,,314.0,,110985122516.0,93619330198.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,16,44.940.587.644,24.149.587.129,,315.0,16.0,44940587644.0,24149587129.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,728.295.500,-,,318.0,,728295500.0,
7.,7.,7.,Phải trả ngắn hạn khác,319,17,191.531.817.740,198.688.584.386,,319.0,17.0,191531817740.0,198688584386.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,18,409.383.776.817,331.598.642.313,,320.0,18.0,409383776817.0,331598642313.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,19,145.087.941.127,4.388.729.676,,321.0,19.0,145087941127.0,4388729676.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,89.506.845.216,86.270.239.692,,322.0,,89506845216.0,86270239692.0
II.,II.,II.,Nợ dài hạn,330,,1.873.550.083.856,1.894.415.562.881,,330.0,,1873550083856.0,1894415562881.0
1.,1.,1.,Phải trả người bán dài hạn,331,14,259.752.528.000,288.613.920.000,,331.0,14.0,259752528000.0,288613920000.0
2.,2.,2.,Chi phí phải trả dài hạn,333,16,4.833.748.007,4.727.694.597,,333.0,16.0,4833748007.0,4727694597.0
3.,3.,3.,Phải trả dài hạn khác,337,17,30.000.000.000,30.000.000.000,,337.0,17.0,30000000000.0,30000000000.0
4.,4.,4.,Vay và nợ thuê tài chính dài hạn,338,18,1.570.206.700.706,1.488.099.657.125,,338.0,18.0,1570206700706.0,1488099657125.0
5.,5.,5.,Dự phòng phải trả dài hạn,342,19,8.757.107.143,82.974.291.159,,342.0,19.0,8757107143.0,82974291159.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,3.618.866.456.987,3.440.656.099.445,,400.0,,3618866456987.0,3440656099445.0
I.,I.,I.,Vốn chủ sở hữu,410,20,3.618.866.456.987,3.440.656.099.445,,410.0,20.0,3618866456987.0,3440656099445.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,2.814.401.620.000,2.814.401.620.000,,411.0,,2814401620000.0,2814401620000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,2.814.401.620.000,2.814.401.620.000,,,,2814401620000.0,2814401620000.0
2.,2.,2.,Quỹ đầu tư phát triển,418,,263.285.057.738,184.689.625.253,,418.0,,263285057738.0,184689625253.0
3.,3.,3.,Quỹ khác thuộc vốn chủ sở hữu,420,,44.843.396.730,44.843.396.730,,420.0,,44843396730.0,44843396730.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,,,496.336.382.519,396.721.457.462,,,,496336382519.0,396721457462.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kể đến cuối nằm trước,421a,,13.105.233.231,3.744.295.037,,,,13105233231.0,3744295037.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,483.231.149.288,392.977.162.425,,,,483231149288.0,392977162425.0
,,,TỔNG CÔNG NGUỒN VỐN (440=300+400),440,,6.993.904.758.440,6.514.271.881.015,,440.0,,6993904758440.0,6514271881015.0
