row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,2.556.512.754.890,2.345.032.782.920,,100.0,,2556512754890.0,2345032782920.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,384.800.687.221,955.762.454.141,,110.0,4.0,384800687221.0,955762454141.0
1.,1.,1.,Tiền,111,,76.346.129.721,95.944.277.337,,111.0,,76346129721.0,95944277337.0
2.,2.,2.,Các khoản tương đương tiền,112,,308.454.557.500,859.818.176.804,,112.0,,308454557500.0,859818176804.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,1.150.845.707.500,553.818.495.000,,120.0,,1150845707500.0,553818495000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,1.150.845.707.500,553.818.495.000,,123.0,5.0,1150845707500.0,553818495000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,942.396.213.270,785.002.951.327,,130.0,,942396213270.0,785002951327.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,607.089.587.977,446.158.902.856,,131.0,6.0,607089587977.0,446158902856.0
2.,2.,2.,Trà trước cho người bán ngắn hạn,132,,1.691.847.311,1.297.176.566,,132.0,,1691847311.0,1297176566.0
3.,3.,3.,Phải thu ngắn hạn khác,136,7,353.232.043.902,355.608.406.718,,136.0,7.0,353232043902.0,355608406718.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,8,(19.617.265.920),(18.061.534.813),,137.0,8.0,-19617265920.0,-18061534813.0
IV.,IV.,IV.,Hàng tồn kho,140,9,56.203.934.380,46.743.254.753,,140.0,9.0,56203934380.0,46743254753.0
1.,1.,1.,Hàng tồn kho,141,,56.203.934.380,46.743.254.753,,141.0,,56203934380.0,46743254753.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,22.266.212.519,3.705.627.699,,150.0,,22266212519.0,3705627699.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,,3.418.640.248,2.657.416.390,,151.0,,3418640248.0,2657416390.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,18.847.572.271,1.048.211.309,,152.0,,18847572271.0,1048211309.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,4.437.392.003.550,4.169.239.098.095,,200.0,,4437392003550.0,4169239098095.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,807.199.730.576,1.088.397.412.102,,210.0,,807199730576.0,1088397412102.0
1.,1.,1.,Phải thu dài hạn khác,216,7,807.199.730.576,1.088.397.412.102,,216.0,7.0,807199730576.0,1088397412102.0
II.,II.,II.,Tài sản cố định,220,,1.778.419.834.269,1.244.739.803.376,,220.0,,1778419834269.0,1244739803376.0
1.,1.,1.,Tài sản cố định hữu hình,221,10,1.776.174.844.477,1.241.835.864.720,,221.0,10.0,1776174844477.0,1241835864720.0
,,,- Nguyên giá,222,,2.126.576.404.906,2.228.815.519.898,,222.0,,2126576404906.0,2228815519898.0
,,,- Giá trị hao mòn lũy kế,223,,(350.401.560.429),(986.979.655.178),,223.0,,-350401560429.0,-986979655178.0
2.,2.,2.,Tài sản cố định vô hình,227,11,2.244.989.792,2.903.938.656,,227.0,11.0,2244989792.0,2903938656.0
,,,- Nguyên giá,228,,5.483.760.523,4.993.760.523,,228.0,,5483760523.0,4993760523.0
,,,- Giá trị hao mòn lũy kế,229,,(3.238.770.731),(2.089.821.867),,229.0,,-3238770731.0,-2089821867.0
III.,III.,III.,Đầu tư tài chính dài hạn,250,12,1.829.618.229.556,1.810.148.936.413,,250.0,12.0,1829618229556.0,1810148936413.0
1.,1.,1.,Đầu tư vào công ty con,251,,1.830.674.570.000,1.779.674.570.000,,251.0,,1830674570000.0,1779674570000.0
2.,2.,2.,"Đầu tư vào công ty liên doanh,liên kết",252,,97.000.000.000,149.037.720.000,,252.0,,97000000000.0,149037720000.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,45.937.767.300,45.937.767.300,,253.0,,45937767300.0,45937767300.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,(143.994.107.744),(164.501.120.887),,254.0,,-143994107744.0,-164501120887.0
IV.,IV.,IV.,Tài sản dài hạn khác,260,,22.154.209.149,25.952.946.204,,260.0,,22154209149.0,25952946204.0
1.,1.,1.,Chi phí trả trước dài hạn,261,,111.272.847,284.584.446,,261.0,,111272847.0,284584446.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,13,22.042.936.302,25.668.361.758,,262.0,13.0,22042936302.0,25668361758.0
,,,TỔNG CỘNG TÀI SẢN(270=100+200),,,6.993.904.758.440,6.514.271.881.015,,,,6993904758440.0,6514271881015.0
